StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q12_2,Q13,Q14,Q15_1,Q16,Q17,Q18_1,Q19,Q20,Q22,Q23,Q26,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_5_TEXT,Q33,Q34,Q36_1,Q36_2,Q36_3,Q36_4,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q39,Q40,Q41,Q42,Q44,Q45,Q46_3,Q46_4,Q47
2019-01-11 18:45:20,2019-01-11 20:41:04,IP Address,67.134.206.34,100,6943,True,2019-01-11 20:41:05,R_eVFyCxht60cUwsp,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,"As a team, we drafted when our initial sessions are happening, and gave each other feedback on different parts. We did a much better job keeping to time!",,"Honestly, nothing!",Completely Satisfied,Completely Satisfied,Hearing from practitioners about Step 5 was super helpful.,I would have loved for them to flip it and say: this was our biggest challenge and here's how we adjusted/responded to it.,Completely Satisfied,Moderately Satisfied,"Seeing the plan to assess was super helpful! Seeing the video of teachers actually going through pluses and deltas for the process was awesome because it made the process feel real/alive. Additionally, I love the emphasis on celebrating success. I think that's essential for this to work. ",I would have loved to hear more from practitioners in the room about how they celebrated success in schools.,Completely Satisfied,LOVED THIS SO HELPFUL!!!!!,,Completely Satisfied,It was really useful to hear what other protocols came up with which were often just questions we need to think more deeply about.,,Strongly Agree,Strongly Agree,Very Good,Quite A Bit,Quite A Bit,9,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,"I would have loved to have moments when practitioners got to mix more intentionally with practitioners from other schools. I loved my case study team, AND would have also loved more intentional time with people from other schools. ",Neutral,Moderately satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,,No,,April - June,Yes,Sarah Lord,slord87@gmail.com,"The Data Wise Institute was effective for me as a practitioner because it allowed me to step back and reflect on my own teaching practice in a space of collaboration. The combination of the Data Wise approach, a room of people with a breadth and diversity of background and experience, and strong models for sharing ideas and problem solving, has given me a new perspective on the power of using data collaboratively to move student learning. Overall, this experience has left me excited about going back to work on Monday, becoming a stronger learner and teacher, and supporting my school in becoming more grounded in equitable practices that promote academic progress for all of our students. 
"
2019-01-11 20:34:14,2019-01-11 20:41:23,IP Address,65.112.8.135,100,428,True,2019-01-11 20:41:23,R_1ClnBNBfjP1Qqh2,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,,,,Completely Satisfied,Completely Satisfied,Great to be able to ask questions!,,Completely Satisfied,Completely Satisfied,Helpful to carry out the steps with one school and see their process; useful to debrief their goals,,Completely Satisfied,LOVED talking with others through this process - I learned a lot from the conversation that I can apply!,"For graduate students, it would have been more helpful to bring a question that was specific to a wondering of our project, rather than something more hypothetical/general - perhaps feedback on that for next year would be good.
",Completely Satisfied,,,Somewhat Agree,Neutral,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,Other:,"practice-based activities facilitated by faculty (I wouldn't call any of what we did ""lectures"")",Moderately Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Liked that we moved around tables and groups,Yes,,,Yes,Danielle Duarte,dduarte@gse.harvard.edu,
2019-01-11 20:26:56,2019-01-11 20:41:40,IP Address,67.134.206.35,100,884,True,2019-01-11 20:41:40,R_emnqhkSdJ0dTRE5,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,"Hearing Dr. Bottoms suggestions and spending time with her. 
We had better agenda and direction we want to go in.",N/A,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,,Hearing what the teachers perspectives were on the process and thoughts were.,N/A,Completely Satisfied,Hearing other peoples perspectives and suggestions.,N/A,Completely Satisfied,Hearing some the questions that people have .,N/A,Strongly Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,April - June,Yes,Peggy Collins,peggy.collins@lawrence.k12.ma.us,Datawise  is a valuable process that helps schools collaborate and focus on students instruction.
2019-01-11 20:34:01,2019-01-11 20:41:47,IP Address,65.112.8.143,100,466,True,2019-01-11 20:41:47,R_2wb0VxcrTHZItQx,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"We were able to finalize the flow of our presentation, including logistics by prioritizing this in our agenda.  We also had time to get comfortable and ask questions about our dilemma for the consultancy protocol.",n/a,n/a,Completely Satisfied,Moderately Satisfied,Thanks for addressing this more concretely!,"Would have loved to look at sample schedules, as some of their information was hard to visualize how it would work logistically in a school schedule",Moderately Satisfied,Moderately Satisfied,Helpful to see how the case study wrapped up,Would have liked to see a few more examples of how adjustments can happen in step 8,Moderately Satisfied,Lots of new ideas from other people,"For students who were given an outside context, this did not feel as authentic or meaningful as for people who were asking real questions about their personal context",Moderately Satisfied,Nice to have some q and A time,n/a,Somewhat Agree,Somewhat Agree,Very Good,Quite A Bit,Quite A Bit,7,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Case Discussions,Working with your Project Team,,,,Completely Satisfied,n/a,Completely satisfied,Neutral,,,It would have been helpful to have a bit more clarity on what kinds of data would be helpful to provide as a context provider,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,n/a,No,n/a,July - September,No,,,
2019-01-11 20:33:17,2019-01-11 20:41:51,IP Address,67.134.206.40,100,513,True,2019-01-11 20:41:51,R_3KCsqsRmX5MFf6T,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,Excellent work was accomplished!,,,Completely Satisfied,Completely Satisfied,Again excellent instruction,NA,Completely Satisfied,Completely Satisfied,,Maybe add a bit more time,Completely Satisfied,"It was a great opportunity to interact and receive input from a new perspective ","Maybe one more minute to share the school context, dilemma and question",Completely Satisfied,Excellent use of time,NA,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,,Working with your Project Team,,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Excellent level of support from all staff coordinating the course!!! The three young students were awesome!,No,,January - March,No,,,
2019-01-11 20:24:55,2019-01-11 20:41:56,IP Address,67.134.206.37,100,1021,True,2019-01-11 20:41:56,R_uxYG6GY3yhxGo1z,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Hearing from other people about their dilemmas as well as receiving input on my dilemma.,,Completely Satisfied,,Use this process earlier in the week.,Somewhat Agree,Somewhat Agree,Excellent,A Great Deal,Quite A Bit,9,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,,,,Completely Satisfied,Adding an international component of educators.,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,,,,,,,Moderately Satisfied,,No,,October - December,No,,,
2019-01-11 20:34:01,2019-01-11 20:42:21,IP Address,65.112.8.140,100,500,True,2019-01-11 20:42:22,R_2bIqWrdYqNcFtqm,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"We had a really good setup today allowing work time and check ins. Since we're collaborating on this presentation, it was great to get feedback on whether or not or pieces of the presentation were fitting into the whole.",,,Completely Satisfied,Completely Satisfied,"It's always good to hear feedback from professionals that have implemented this in their own setting. There's a lot going on in this week and it can feel like you're awash in data, protocols, and just generally new stuff. Seeing how people coped with that in a real setting was informative and also reassuring. ",I'd add more of this into other aspects of the seminar.,Completely Satisfied,Completely Satisfied,"Again, good to see practitioners speaking about their work. ",,Completely Satisfied,"This was very illuminating. You go into this thinking that you've been working with this question for days now and that you've got it pretty well figured out, and your partners can come away with insights you hadn't noticed in just a few minutes. Cool activity.",,Completely Satisfied,,,Somewhat Agree,Somewhat Agree,Very Good,Quite A Bit,Quite A Bit,8,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,January - March,No,,,
2019-01-11 20:34:51,2019-01-11 20:42:33,IP Address,65.112.8.142,100,461,True,2019-01-11 20:42:33,R_12LI0eZUC6rr2Jw,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,Great stick to norms and protocol. Had an effective meeting - time used well.,,,Moderately Satisfied,Completely Satisfied,Clear instructions.,,Moderately Satisfied,Completely Satisfied,,Was a little fast. Maybe some time to write some notes to remember this session.,Completely Satisfied,Hearing about real dilemmas by school leaders was really interesting. Motivating to hear their aspiration to implement data wise school wide.,,Moderately Satisfied,Enjoyed ending with team and being able to reflect back and hear what others learned.,,Somewhat Agree,Somewhat Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,Working with your Project Team,,,,Completely Satisfied,,Completely satisfied,Moderately satisfied,Completely satisfied,Moderately satisfied,Any advice on doing pre-work?,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,I like that we were always with teams but the tall chairs were often difficult to sit on for a long period of time.,No,,January - March,Yes,,,
2019-01-11 20:35:16,2019-01-11 20:42:55,IP Address,67.134.206.39,100,459,True,2019-01-11 20:42:56,R_1r0mTAtN8PRvq68,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,We met as a district and laid out a tentative timeline for the implementation of steps and 1 & 2,,,Completely Satisfied,,I really appreciate the time and effort that is put into reading our feedback and making adjustments based on that feedback.,,Moderately Satisfied,Completely Satisfied,,,Moderately Satisfied,,,Moderately Satisfied,,,Somewhat Agree,Somewhat Agree,Very Good,A Great Deal,Quite A Bit,9,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,Working with your Project Team,,,,Completely Satisfied,,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,The seats were a little uncomfortable.,No,,January - March,No,,,
2019-01-11 20:34:58,2019-01-11 20:42:56,IP Address,65.112.8.138,100,478,True,2019-01-11 20:42:57,R_3erSw7zKMlh1Gg1,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"We worked so hard and are almost done!!! Go team! ","Nothing! ","Nothing! ",Completely Satisfied,Completely Satisfied,Clear and focused,Nothing,Completely Satisfied,Completely Satisfied,"This was really helpful to see and building my understanding of these steps. ",Nothing,Completely Satisfied,"This was SO helpful! LOVED this protocol! Will continue to use this! ","Nothing! ",Completely Satisfied,"Questions asked and answered were helpful! ",More time,Somewhat Agree,Strongly Agree,Very Good,Quite A Bit,Quite A Bit,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,I'm just curious why is this a 2 credit course if it requires 20 + of prework and a whole week of work since there are courses that are two weeks and I'm sure the same amount of work that are 4 credits,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,"Could be warmer! Had to wear my coat a lot. Some tables were hard to see the board so if you posted the slides ahead of time we could've referred to our laptop. ",No,"What I already said! ",April - June,Yes,Kristen Mitchell-Dick,kmitchelldick@gse.harvard.edu,"This course was incredible! I learned so much that I can use in my future career even if I am not working in a school! The experience learning with practitioners was very meaningful! "
2019-01-11 20:34:33,2019-01-11 20:43:00,IP Address,174.192.55.243,100,507,True,2019-01-11 20:43:01,R_1LU5GLeslQx305r,,,,,42.186798095703125,-71.20330047607421875,anonymous,EN,Practitioner,School Team,Completely Satisfied,,,duplicate q,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,"Love the consultancy protocol. I had the impulse to cheer at the end because we had come full-circle as a group and answered our own questions.  ",,Completely Satisfied,,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,Though some the high-level chairs were hard to get up on/down from,October - December,Yes,Heather Driscoll,heather.driscoll@lawrence.k12.ma.us,"I want to be sure to meet your needs. 
Email me if there is a specific area you want me to speak to - maybe something other folks haven't mentioned - and I'll reply with a testimonial.
Thank you. It was fantastic.
: )"
2019-01-11 20:33:41,2019-01-11 20:43:03,IP Address,67.134.206.45,100,562,True,2019-01-11 20:43:04,R_2bJ0CpA8JoLVuHi,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,System Team,Moderately Satisfied,Used part of our time to meet with Carolyn and Nathan to discuss design for moving forward,,,Moderately Satisfied,Moderately Satisfied,It was good to hear from practioners in the room,,Moderately Satisfied,Neutral,,,Moderately Satisfied,Being able to get ideas and feedback from another system team,Not this session in particular but incorporating more times throughout the week for the system teams to collaborate,Completely Satisfied,Time to reflect and listen to someone else's reflection,,Neutral,Somewhat Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Moderately Satisfied,,Moderately satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,The internet was problematic at times. Rotating the position in the room allowed us to not be stuck in the same bad position,No,,October - December,No,,,
2019-01-11 20:34:54,2019-01-11 20:43:13,IP Address,67.134.206.39,100,498,True,2019-01-11 20:43:14,R_1mgBkFq2OmAci0x,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,System Team,Completely Satisfied,The swoosh exercise was very helpful for us. We now know where we are relatively strong and where we may have some gaps.,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,Nice to know the outcomes of the data wise cycle.,,Completely Satisfied,"This was outstanding at the system level. The fresh set of eyes from the other district made us validated our thinking on some topics and made us change our thinking on other subjects.

I know it was organized differently with the other teams, but it was good to give and receive feedback as a team on the systems level.",,Completely Satisfied,,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,July - September,Yes,Kimo Carter,carterk@weston.org,The Data Wise process will strengthen our efforts to partner data inquiry and action planning at all levels of the organization.
2019-01-11 20:35:40,2019-01-11 20:43:15,IP Address,65.112.8.142,100,455,True,2019-01-11 20:43:15,R_3mf1TAm3eWRurSv,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,I loved my team and my TF,Less work : ),Less work : ),Neutral,Neutral,"Personal experience shared ","Nothing. Even though I didn’t find it helpful I know people in the room did ",Completely Satisfied,Completely Satisfied,"The video debrief was great to hear from those in the work and who did the work ","Nothing ",,"I don’t know how you paired us, but I ended up in a group where we all had similar dilemmas and it was excellent sharing and learning time ","Add time for silent, individual reflection (no more than 2 minutes I think)",Completely Satisfied,,,Strongly Agree,Neutral,Very Good,Moderately,Moderately,6,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,,Case Discussions,Working with your Project Team,,,,Moderately Dissatisfied,I would have found it helpful to name or create the opportunity for us to share Noticings and WONDERINGS about the people present and how groups were divided (gender/race/etc),Completely satisfied,Completely satisfied,Moderately satisfied,Neutral,,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,Moderately Satisfied,Completely Satisfied,,No,,January - March,No,,,
2019-01-11 20:34:45,2019-01-11 20:43:19,IP Address,67.134.206.38,100,513,True,2019-01-11 20:43:20,R_3QEL2Zy1iJB2hHT,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,System Team,Completely Satisfied,We used the protocols and came out with a good plan!,,,Completely Satisfied,Completely Satisfied,Great to factor in Q and A,,Completely Satisfied,Completely Satisfied,"Having seen their whole process, it was great to see the final outcomes.  I especially enjoyed seeing the team process their outcomes together at the end discussing their celebrations and next steps.",,Completely Satisfied,"It was great to finally share with our New Haven friends!
We got a lot out of it.  And realized that although we are very different systems, we have a very similar dilemma.  ","I would have liked to meet with the New Haven group earlier on the program.  ",Completely Satisfied,It was a good way to have us process the information.,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,January - March,,,,
2019-01-11 20:33:37,2019-01-11 20:43:21,IP Address,67.134.206.37,100,583,True,2019-01-11 20:43:21,R_1pxqA5to7RI6LI6,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,We finalized our powerpoints to bring back for Steps 1-3; collaborated with Dr. Bottoms who had ideas and resources that we could bring back; we were able to list next steps that we can use beginning Monday,More time with our fellow,,Moderately Satisfied,Moderately Satisfied,Good to hear from an administrator and a teacher about how they were able to build in time for teachers observing each other's practice,It seemed a little rushed,Completely Satisfied,Moderately Satisfied,"Seeing the video of Northhaven teachers reflect on their use of the Data Wise process
Stressing the importance of celebrations
","Spending a little more time on how the cycle of swooshes worked in the adjustment phase ",Completely Satisfied,Having new individuals who we did not interact with during the week allowed us to be open and not to have any preconceived notions about each other when offering possible ideas to take back,Time at the end of the consultancy protocol to reflect and finalize notes,Completely Satisfied,I feel that I have really improved in my active listening skills using the Dyadic Listening Protocol,none,Neutral,Neutral,Excellent,A Great Deal,Quite A Bit,10    (Extremely Likely),Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,Maybe a chart of where all of the participants were from so that we can reach out during the sessions to talk to others from similar (and different) settings,Completely satisfied,Completely satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Loved the box,No,Everyone was wonderful and supportive,July - September,No,,,
2019-01-11 20:32:33,2019-01-11 20:43:30,IP Address,65.112.8.129,100,656,True,2019-01-11 20:43:30,R_ymbchuZ8aURdlYt,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We spent time providing each other feedback on the assignment and really stuck to the norms in doing so.  We also shared what our takeaways were regarding group work given the experience we had this week and that was great.  I liked being able to think about things that I can take with me even when the experience is over.,,,Completely Satisfied,Completely Satisfied,I liked that you provided time for people to hear about practical application of the work.,,Moderately Satisfied,Completely Satisfied,It was great to consider ways to celebrate the work.  It is something that I do not think about often so it was good to have time to remind myself that it is so important to do as a leader.,The data wasn't totally clear to me.  I had more questions that we did not have time to explore.  I do think the overall point was that it was a success and that is fine.,Completely Satisfied,"I liked speaking with new people that I had not met all week and hearing their various ""problems"" and perspectives.",,Completely Satisfied,"It was nice to have one more time to speak with my group! 
I also liked being able to bring information on topics that we had discussed all week.",,Somewhat Agree,Somewhat Agree,Excellent,A Great Deal,Quite A Bit,8,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,,Yes,,,
2019-01-11 20:36:43,2019-01-11 20:43:32,IP Address,67.134.206.47,100,408,True,2019-01-11 20:43:32,R_10GIxa7lAB11lrH,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,"Dr. Bottoms was so immensely helpful!  I love the idea of having scheduled time in the agenda for her. It was so much more purposeful and we were ready with what we wanted support and feedback with. ","I would change the using the protocol with the dilemma.  I did not find that helpful or useful in for using data wise in my school. it was wonderful to meet new people and I looooved the group I worked with.  I really had to stretch my thinking, but in thinking about solutions for my dilemma, I did not feel like my dilemma was one that was meaty enough or worth discussing I guess. Perhaps assign dillemas that are common and use the protocol that way as an option if someone does not have one they feel is worth the time. ",,Completely Satisfied,Completely Satisfied,"I really liked having some time to meet with my Letter group again.  I really enjoyed working with them the entire week.  The consistency was appreciated and helpful.  I really feel like I learned a great deal from them. I really appreciated the different perspectives. ",,Completely Satisfied,Completely Satisfied,,,Neutral,see comments above,see above comments,Neutral,More time on creating problems of practice examples would have been helpful or examples of instructional strategies other schools have used,,Strongly Agree,Strongly Agree,Very Good,Quite A Bit,Quite A Bit,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,,,Learning with Practitioners,,,Moderately Satisfied,,,,,,,,,,,,,,,,,,,,
2019-01-11 20:34:58,2019-01-11 20:43:39,IP Address,65.112.8.134,100,521,True,2019-01-11 20:43:40,R_1kMuf294Ju8Vxcj,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We had plenty of work time to make great progress on our project.,nada.,nothing.,Completely Satisfied,Completely Satisfied,Filled in gaps.,nada.,Completely Satisfied,Completely Satisfied,"It was great having a real school to work from. I wonder if having an example of a exemplar would also be helpful so that people can see what ideal practice looks like. ","nada. ",Completely Satisfied,"I gained great insight into my POP. ","nada. ",Completely Satisfied,"Practiced authentic listening skills. ","nada. ",Neutral,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,,,Working with your Project Team,,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,n/a,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,n/a,No,n/a,January - March,No,,,
2019-01-11 20:36:48,2019-01-11 20:43:44,IP Address,65.112.8.137,100,416,True,2019-01-11 20:43:44,R_3oHkj39AvTdUjFW,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"Having done this all week, we've developed a rhythm.",Nothing.,,Completely Satisfied,Completely Satisfied,I appreciated the review.,Nothing,Completely Satisfied,Moderately Satisfied,Nice to revisit the case.,Quick. Would've liked to get into the nitty gritty more.,Neutral,The process is great. Nice to work with new people and hear their contexts.,"This was difficult as a degree student because proposing a question that is hypothetical or isn't pertinent to a school in this moment, didn't seem to carry the same weight or receive similar feedback to current practitioners.",Moderately Satisfied,"I appreciate time to do this in the session. ",Only got to two questions.,Somewhat Disagree,Somewhat Disagree,Very Good,A Great Deal,A Great Deal,9,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Moderately satisfied,Completely satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Great space...but the high chairs are tough!,No,,July - September,No,,,
2019-01-11 20:33:56,2019-01-11 20:43:49,IP Address,65.112.8.140,100,592,True,2019-01-11 20:43:49,R_ymYpyzmBky1GB7r,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We are almost done with our slide show and we outlined our memo.,"I feel like we could use more working time, it would have been great to finish all of the work for this class within the parameters of the course instead of needing to bring things home (particularly considering the time demands of a 9 am - 4 pm class)",,Completely Satisfied,Moderately Satisfied,,,Completely Satisfied,Completely Satisfied,It was great to see the later stages of the swoosh on video - the teachers in the video did a really great job of highlighting what went well and what they can improve upon in their data inquiry journey.,,Moderately Satisfied,"I received a lot of great feedback - particularly from practitioners. ","Because I am not working with data from a school system I work in it was difficult to answer some of the more specific questions. ",Completely Satisfied,,,Somewhat Agree,Strongly Agree,Very Good,Moderately,Moderately,6,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Lectures from Faculty,Case Discussions,,,,,Completely Satisfied,,Neutral,Moderately dissatisfied,Neutral,Moderately dissatisfied,,Neutral,Moderately Dissatisfied,Moderately Satisfied,Moderately Dissatisfied,Neutral,Moderately Dissatisfied,It was freezing!,No,"I think it could have been made more clear how much work would be necessary outside of the classroom. I went into this experience thinking it would be somewhat contained to the course time; however, there is a lot of work that needed to be done outside the classroom. This made this week fairly exhausting. ",July - September,Yes,,,
