StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11_1,Q12,Q13,Q14_1,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22,Q23,Q24_1,Q25,Q26,Q27_1,Q27_2,Q28,Q29,Q31,Q32,Q33,Q34
2019-01-22 05:57:57,2019-01-23 05:53:01,IP Address,60.241.29.66,100,86103,True,2019-01-23 05:53:01,R_2WGwEoAutqX3Ehv,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Discussing with peers about the potential challenges we may face when we go back to school.,,Neutral,Neutral,This session was not taught.,This session was not taught.,"Completely
Satisfied","We worked well collaborating with our team and finding the limitations and gaps in our reports. ","It might be good to see how other teams are approaching their data to make sure we are on the right track. ",,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Being able to work through how teachers might come up with a student-centered problem.,MORE TIME; felt rushed and felt important information and process I would like to be able to digest and understand more.,"Completely
Satisfied",Feedback  from  our TF on the document and in our meeting.,Exemplar of a roll-out plan to see if ours is manageable.,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:47:00,2019-01-23 05:53:06,IP Address,60.241.29.66,100,366,True,2019-01-23 05:53:07,R_RWew4ovmAqWZJG9,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Practicing the Dyadic listening. Hearing about Tuckman's stages of development for high performing teams,"Not 'cold calling' participation ","Completely
Satisfied","Completely
Satisfied",Liked using protocol of hot dots,,"Completely
Satisfied","Great to get some work in the slide show ",Limited work completed in first Team session due to IT issues,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Liked looking at data with team to follow the process coming up with a LC question
Using space of round tables helped our group to work better",,,,,,"Completely
Satisfied","Force field analysis was a great tool to help us create steps forward ",,,,,,Somewhat Agree,Somewhat Agree,,
2019-01-22 05:58:30,2019-01-23 05:53:30,IP Address,60.241.29.66,100,86100,True,2019-01-23 05:53:30,R_55Xpg1MEWbipWJr,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Good chance to resolve any questions from the day before. ",,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Having face to face time with my blue group. ",,,,,,"Moderately
Satisfied","Broad thinking considering the time of day. ",IT issues caused us to fall behind - can't be helped!,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:42:51,2019-01-23 05:53:44,IP Address,202.45.119.143,100,652,True,2019-01-23 05:53:44,R_DpjLOGv613qDnnH,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied",Teams following the norms.  Getting work accomplished in time!,,,,,,Somewhat Agree,Strongly Agree,,
2019-01-23 05:52:51,2019-01-23 05:53:44,IP Address,202.45.119.143,100,53,True,2019-01-23 05:53:45,R_Wfh7HYLeGrTAHlL,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,,,,,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:51:08,2019-01-23 05:53:51,IP Address,60.241.29.66,100,163,True,2019-01-23 05:53:52,R_3CKr11bhufrFhW0,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Presentation pitched at my level of understanding so it was easy to understand
Pacing of the presentation was great",,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Working alongside peers
Level of challenge was on point",,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,"Given we have drafted our AIP for 2019, allow time/space for schools to adjust AIP's accordingly.",
2019-01-22 05:55:09,2019-01-23 05:53:54,IP Address,202.45.119.143,100,86324,True,2019-01-23 05:53:54,R_2aeHmySPXIH5bcx,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","I liked the re-cap of learning from yesterday and really appreciated the review of positives and deltas from yesterday. The fact that things changed from yesterday because you listened and took on feedback from the cohort was a really positive way to start the day.

I REALLY enjoyed the information about technical and adaptive data. As a school leader I found this really powerful and something I'll take on board when I go back to school.",Nothing really.,"Completely
Satisfied","Completely
Satisfied","I was really pleasantly surprised about how engaging this session was, considering that I'd thought the content might be a bit 'dry.' Was interesting and relevant. ",Nothing :),"Completely
Satisfied",We reflected on our deltas from yesterday and tried implementing the norms a little more.,-,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",-,-,,,,,"Completely
Satisfied",We're contributing well to our roles :),I'm too tired not sure at this point :),,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:47:53,2019-01-23 05:54:01,IP Address,60.241.29.66,100,368,True,2019-01-23 05:54:01,R_1CdPkhrf1Syqbp3,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","David spoke clearly
Penny's passion",,"Completely
Satisfied","Completely
Satisfied",Liked digging into the data,Clarify - Is there only one school wide focus question?,"Completely
Satisfied",Sticking to norms,Clarity,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Fun, light hearted - Michele you are a bubble of fun.",Clarify - do teams create a different student-centered problem around one priority question?,"Completely
Satisfied",On the same page,Assume positive intentions,,,,,Somewhat Agree,Somewhat Agree,Talk to us? Support us in analysing the data.,
2019-01-23 05:52:15,2019-01-23 05:54:17,IP Address,202.45.119.143,100,121,True,2019-01-23 05:54:17,R_26mNh4bVVUgR6g2,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied",,,,"Completely
Satisfied",,,,"Completely
Satisfied",,,,,,Elementary Case,,,Thankyou for stretching my thinking.,More evidence to support our student centered focus,,,,,"Completely
Satisfied",Love time with my team - thankyou,,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:49:42,2019-01-23 05:54:39,IP Address,60.241.29.66,100,86697,True,2019-01-23 05:54:40,R_OiJEWjk4nhFejKN,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied","Movement breaks. ",Nil.,"Moderately
Satisfied","Moderately
Satisfied",Understanding of how to form a priority question.,"Nil. ","Completely
Satisfied","Working collaboratively in school teams. ","Nil. ",,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Providing examples and support to develop a learner-centred problem. ","More examples to construct learner-centred problems. ",,,,,"Completely
Satisfied","Productive session, improved norms, continuation on launch presentation. ","Needs more minutes in the hours. ",,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:56:29,2019-01-23 05:54:49,IP Address,202.45.119.143,100,86300,True,2019-01-23 05:54:50,R_3sjfgi2RnpzQuVA,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied",,,,"Completely
Satisfied","Completely
Satisfied",Wow I needed this time!,,"Completely
Satisfied",,,,,,,,,,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 01:12:15,2019-01-23 05:54:49,IP Address,60.241.29.66,100,16953,True,2019-01-23 05:54:50,R_2bQ8pF8xu2GikJs,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied","This protocol allowed those who don't listen to listen attentively ","Chance to discuss the overall experience ","Moderately
Satisfied","Moderately
Satisfied","people were able to hear others ideas ","The presenters needed to name up that the question needed to come back to the priority area to avoid lots of questions being created that were completely not necessary and detracted from the groups ","Moderately
Satisfied","having a clear objective ","being more accountable around keeping to the timeframes ",,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","Teachers were able to hear from others with their thoughts. ","Sentence starters or some phrasing as to how is best to word learning centred problem i.e student can identify...... to.... but some are having trouble (struggling to)..... 

Session made the assumption everyone is primary trained and had a background in maths - not everyone in primary schools is maths trained or has worked in this space. ",,,,,"Completely
Satisfied","We were mindful to concentrate on a particular norm which made our group more aware of acting in a particular manner. We had less technical issues. We were able to make changes to charts and modify in a positive way. We ensured we rotated roles. We were able to dig deep with our answers when considering how staff in our school will find this work moving forward. Our TA facilitator gave us guidance, confirmation and it was gratefully appreciated. ","time at the end to hear how other groups are tracking or why they have made particular choices. ",,,,,Somewhat Disagree,Somewhat Disagree,,
2019-01-23 01:07:24,2019-01-23 05:54:53,IP Address,202.45.119.143,100,17249,True,2019-01-23 05:54:54,R_1dbtj6AiKB9cLZB,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied","it was good to use the dyadic listening protocol.  i also liked using the i know notice strategy.
",,"Completely
Satisfied","Moderately
Satisfied",i liked to hearing about the process,I would like to have more time to understand how to formulate a priority question.  i felt this session was done in a rush and not enough examples given.,"Moderately
Satisfied",i liked the process to use with my staff,we got a lot of planning done.,,,,Elementary Case,Neutral,Neutral,great to work with a group to analyse some work samples as a group,it would have good to use Australian data.,,,,,"Completely
Satisfied",we are working extremely well as a group and focusing on the norms.,,,,,,Somewhat Disagree,Somewhat Disagree,,
2019-01-22 05:51:48,2019-01-23 05:54:59,IP Address,202.45.119.143,100,86591,True,2019-01-23 05:54:59,R_3e1YHlupnNjYpzD,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,Neutral,Neutral,"Unfortunately, our team didn't check on the starting time of today, so missed the first session.  :(",---,"Moderately
Satisfied","Completely
Satisfied",The different activities to look at data.,Nothing,"Completely
Satisfied",We always work well in our team,Nothing,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","(Please disregard the first few comments of this feedback form.  We started this feedback yesterday as it was put up as yesterdays survey.  Unfortunately, we are unable to go 'back' and begin the survey again).

I loved the chance to work with my 'Blue' group and again, working in a team gets great ideas that you can build on.",Nothing.,,,,,"Completely
Satisfied",Working with my team and getting more steps completed.,"I forgot to bring lollies for that 4:15, we're all starting to fade time! :-) 
Other than that, nothing!",,,,,Somewhat Agree,Somewhat Agree,,
2019-01-23 05:38:07,2019-01-23 05:55:06,IP Address,60.241.29.66,100,1019,True,2019-01-23 05:55:06,R_2ZIzeWXOCzL4VKO,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Completely
Satisfied","David is an engaging presenter. it was great to hear from him.
The modelling of the protocol made the expectations really clear",,"Moderately
Satisfied","Moderately
Satisfied","Lots of information that was relevant an engaging
Jorje is a great presenter - very articulate
","Not enough time to process data
Assumptions made that eveyone is data literate and can interpret the data
it would be great to alos hear what some of the couse facilitators notice/wonder. It would be good modelling of the protocols","Moderately
Satisfied",Michele offers wonderful support and gives clear instructions,"Other facilitators don't always check to make sure teams are clear on what they need to do. 
There are clear gaps and differences in the knowledge and ability of the TFs. Perhaps a couple of the more inexperienced should be shadowing instead of being a TF for groups.",,,,High School Case,,,,,"Moderately
Satisfied",Neutral,"Michele was an engaging presenter who clearly new what she was talking about.
Great discussion with my Blue team
team got better at following norms","Meg's directions lacked clarity. Too many instructions given at once. Perhaps needs to check in that teams are clear on what to do before we start.
was difficult for the person who was looking at the survey to know what the others were doing.
Not enough time to look at student work. Only looking at one each did not give good overview to base evidence on","Moderately
Satisfied",,Not a lot of guidance from facilitator. mainly left to our own devices.,,,,,,,,
2019-01-23 05:35:38,2019-01-23 05:55:13,IP Address,60.241.29.66,100,1174,True,2019-01-23 05:55:13,R_3sgIKA0GYkoeQy2,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Really useful protocol and great explanation.,,"Completely
Satisfied","Completely
Satisfied",Great modelling of how to run a data overview meeting. Really clarified an enormous amount.,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Team worked fantastically. ",,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:51:43,2019-01-23 05:55:20,IP Address,60.241.29.66,100,86616,True,2019-01-23 05:55:20,R_3nUvfQ74clR3ccU,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Formulating a priority question collaboratively was great.,,"Completely
Satisfied",Worked well together with a focus.,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:50:26,2019-01-23 05:55:25,IP Address,202.45.119.143,100,299,True,2019-01-23 05:55:26,R_2qEiyq3S6aypglA,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","clarity of information ",,"Completely
Satisfied",,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:52:54,2019-01-23 05:55:50,IP Address,60.241.29.66,100,176,True,2019-01-23 05:55:51,R_ZBIlTe0L1YUcbbH,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,Using Multiple Sources of Data when viewing performance of a school,
2019-01-23 05:52:44,2019-01-23 05:56:03,IP Address,202.45.119.78,100,199,True,2019-01-23 05:56:04,R_1ffKUEpa17itLkv,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied",,,,,,,,,,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,Use multiple sources of data to judge performance. Sometimes we are just judged on Naplan/ VCE results,
2019-01-22 05:58:55,2019-01-23 05:56:06,IP Address,60.241.29.66,100,86230,True,2019-01-23 05:56:06,R_1GNE24pEgHrS70Z,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",The walk about was great to get perspective of others,,"Completely
Satisfied",Our discussions were intense but always on topic and discussions really rich,,,,,,,,,,,,,,"Completely
Satisfied","Even though we had no internet connection for most of the session, we used sticky notes and were in the last 15 minutes of the day able to catch up our rolling agenda and powerpoint",,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:51:31,2019-01-23 05:56:08,IP Address,202.45.119.78,100,276,True,2019-01-23 05:56:08,R_2EyDkzT1ZSj56Ns,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Dyadic listening protocol and a break down of step 3,"More time with David, his energy was great in the morning","Completely
Satisfied","Completely
Satisfied",Great to see the scaffolding of understanding and reading data,,"Completely
Satisfied",Time to reflect on norms and assess how we are going,would like more green team time,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Being able to learn from colleagues,"More support, this is a challenging step","Completely
Satisfied",Having the time,more time,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:53:31,2019-01-23 05:56:08,IP Address,202.45.119.143,100,156,True,2019-01-23 05:56:08,R_1NxkwSIoLrR8Gxt,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Enjoyable to listen to. Thank you.,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,"Learner centre problems can be challenging to develop. ",,,,,"Completely
Satisfied",Love working with the team.,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:42:54,2019-01-23 05:56:12,IP Address,202.45.119.143,100,798,True,2019-01-23 05:56:12,R_1oncM0Ftm6zbdO4,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Provided clarity and validation for the work we had started yesterday on the data overview.,,"Completely
Satisfied","Completely
Satisfied",It was great to participate and witness the power of the voting protocol,,"Completely
Satisfied","Felt much more organised ",,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Working with team members to develop the questions,More examples as outlined with the science.,,,,,"Completely
Satisfied",Began to really look at what steps we can consider back at school,,,,,,Somewhat Agree,Somewhat Agree,To come into our school with an inquiry mindset to inquiry into our multiple data sets,
2019-01-23 05:51:39,2019-01-23 05:56:13,IP Address,202.45.119.143,100,273,True,2019-01-23 05:56:13,R_2b0Q6xOyrS4vhYm,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Loved getting up and making a poster with my blue team,Data sample was too broad to write Priority Questions from,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Donna and Pei Pei were great, walked us through step 4 with clarity and great example data",,,,,,"Completely
Satisfied",Erin Downing has been a great facilitator all week!,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:46:17,2019-01-23 05:56:32,IP Address,60.241.29.66,100,614,True,2019-01-23 05:56:32,R_1KwELUddBni4e61,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",The opportunity to actually practice the Dyadic Listening protocol. REvisiting the importance of the norms.,,"Completely
Satisfied","Completely
Satisfied",The Question Formulation Technique and opportunity to use it with our blue team. Fed data overview very well into our planning for our data meetings.,,"Completely
Satisfied",Great conversations linking to what we will actually be doing back at school.,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",The discussions with our blue team- we really agonized over what a good learner centered problem is and then how to look at it with an equity lens.,The pace from the presenters was very fast- more check-ins to see how we were going and check for understanding.,,,,,"Completely
Satisfied",WE were on task- great conversations around the Force Field Analysis and we managed to get our charts done- no IT problems.,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:54:17,2019-01-23 05:56:42,IP Address,202.45.119.143,100,145,True,2019-01-23 05:56:43,R_1LU06J3oQzMK6J5,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,I wonder about going through the question formulation protocol a second time- find your first question and seeing if you can furtehr formulate questions off that?,,,,"Completely
Satisfied",really enjoying ym time togther,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Somewhat Agree,,
2019-01-23 05:48:16,2019-01-23 05:56:45,IP Address,202.45.119.143,100,508,True,2019-01-23 05:56:46,R_2AEEL20GA8DJehe,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied","Dyadic listening was a good idea to ensure 'other' things could be parked prior to the meeting. ",,"Moderately
Satisfied",Neutral,"It was good to see how another school had run their data overview meeting. ",I didn't feel as though enough information/direction was given to formulate a priority question. I would have liked to see more examples and the ideas that we came up with discussed in more detail.,"Moderately
Satisfied",We had the opportunity to review our charts and putting the powerpoint together,We needed to use our time better- for deeper discussion when we finished with time to spare,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Great opportunity to work with blue group in a table work setting.,"I think this would have been much more powerful with Australian data, a lot of the American terms (and possibly teaching style) differs greatly form our context. This is also true for the language used 'elementary'",,,,,"Completely
Satisfied","We used our time more wisely to have more meaningful conversations. ",,,,,,Somewhat Disagree,Somewhat Disagree,,
2019-01-22 05:50:44,2019-01-23 05:56:46,IP Address,1.152.106.122,100,86762,True,2019-01-23 05:56:47,R_3NDnvZUk5QtsyPB,,,,,-37.8332977294921875,145,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Really like observing and working through the Listening Dyad protocol. ",,"Completely
Satisfied","Completely
Satisfied","It as excellent working through the process of coming up with a priority question - this was helpful.
It also showed that it was ok to come up with several options. ",,"Completely
Satisfied","This was helpful to support what we need to do when we go back to school next week. 
We are feeling confident to run this meeting and start out process. ",,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","It was great to work through the process of coming up with a learner-centred problem. ","The technical issues. 
The space was difficult to always see the screen. ","Completely
Satisfied","Our team stuck to the norms and worked efficiently through the objectives.
Feeling good about our slides!",,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 10:36:13,2019-01-23 05:56:51,IP Address,1.136.105.224,100,69637,True,2019-01-23 05:56:51,R_2dg7RXFF53iDlcP,,,,,-37.7803955078125,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",this brought me back to the work - fresh eyes to start the day,nil,"Completely
Satisfied","Completely
Satisfied",this session gave a demonstration of the connection to the why - thank you for this,nil,"Moderately
Satisfied","the session was important - we need to acknowldge how hard it is to change 25+ years of practce and adhere to the norms,",nil,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","this was really engaging - i liked being able to work through the learner centred problem of practise.
i have enjoyed working with the like colored group and getting to appreciate how we all work differently.","nil
",,,,,"Completely
Satisfied",we worked productively - you know what ? 'i think we have become a little more datawise' as yesterday we kept hitting a flat spot and we have overcome that.,personally i just needed a little bit of 'redbull' or pep me up.,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:51:58,2019-01-23 05:57:04,IP Address,202.45.119.143,100,86706,True,2019-01-23 05:57:04,R_3EEI0yO628FC3lw,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,,,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:53:54,2019-01-23 05:57:05,IP Address,60.241.29.66,100,86590,True,2019-01-23 05:57:05,R_1n9eK3ouC40r0G0,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","David was great to listen too, engaging. ",,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",Love following up with the great learning we are getting in other sessions,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:50:30,2019-01-23 05:57:31,IP Address,202.45.119.143,100,420,True,2019-01-23 05:57:31,R_2ydOuGuN3bld8ST,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","The Dyadic listening protocol was really useful and was another practical example to take back ",The cold calling during the session did not allow people to consider their responses,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:48:21,2019-01-23 05:57:36,IP Address,202.45.119.143,100,555,True,2019-01-23 05:57:37,R_2UW9pLW5a5koINn,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","REally liked explaining the process, modeling active listening",nothing,"Completely
Satisfied","Completely
Satisfied","LOVED the Question Formulation Technique and the Hot Dots was very powerful and effective for a variety of reasons:
1. ensured all voices were heard
2. cultivated buy-in
3. helped sort information quickly and then funnel it into a focus question
4. achieved the intended outcome!",Nothing,"Completely
Satisfied",Great for us to get our plan more developed,,,,,High School Case,,,,,"Completely
Satisfied",,"Loved the student work samples and data analysis--it's about them--the third data point--not us. Glad we got to look at the Kingsway model that focused on student learning by looking at their writing performance. ",nothing,"Completely
Satisfied","We have a clearer sense of unity and continuity with a plan. ","Wish at the very beginning we had an exemplar from previous schools however upon reflection I think it really is organic and authentic and the clarity comes with the struggle--we were in our zone of proximal development. ",,,,,Somewhat Agree,Somewhat Agree,,
2019-01-22 05:51:46,2019-01-23 05:57:51,IP Address,60.241.29.66,100,86764,True,2019-01-23 05:57:51,R_2zC6oAGMkvMPUbV,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",The clear way this was presented.,,"Completely
Satisfied","Completely
Satisfied",The checkiist really helped focus the work,,"Completely
Satisfied",,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,needed to see more evidence,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:53:12,2019-01-23 05:58:10,IP Address,60.241.29.66,100,86698,True,2019-01-23 05:58:10,R_0SC0VqFoMuyPCsV,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Cannot wait to use this protocol in a multitude of meetings and also in a classroom setting.  It could also be a great brain break or be used to help students be present, centered and grounded in class.",,"Completely
Satisfied","Completely
Satisfied",Loved the 'Question Formulation Technique' and 'Nominal Group Technique' were awesome and we will definitely be using this!,,"Completely
Satisfied",,,,,,High School Case,,,,,"Moderately
Satisfied","Completely
Satisfied",Michele as a facilitator is AWESOME!  I love her energy and enthusiasm.,,"Completely
Satisfied",Great to sit down as a team and work through these and then after sharing go back and add in more and come up with insightful solutions or actions to the problem.,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:54:32,2019-01-23 05:58:10,IP Address,202.45.119.143,100,218,True,2019-01-23 05:58:11,R_2DYKP9LUzwSxZoc,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",Good discussion prompts and protocols,,"Completely
Satisfied","Completely
Satisfied",Strong use of the process for the team to home in on the data overview.,,,,,"Completely
Satisfied",Team focused planning and relevance.,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,Strongly Agree,,Effective use of protocols.
2019-01-23 05:50:53,2019-01-23 05:58:26,IP Address,202.45.119.143,100,452,True,2019-01-23 05:58:26,R_e5umToszPHRTbIl,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",discussing Tuckman's stages of team development and the Dyadic listening protocol,-,"Completely
Satisfied","Completely
Satisfied",Going through the data overview meeting,"nothing ","Completely
Satisfied","having time to work in teams ","nothing ",,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied","diving into data ","working in smaller groups 8 was potentially too many ",,,,,"Completely
Satisfied","great opportunity to reflect on our school context ","nothing ",,,,,Strongly Agree,Strongly Agree,coherence!!!!!,
