StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q12_2,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_3,Q22,Q23,Q24_1,Q24_3,Q25,Q26,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32,Q33
6/19/18 16:48,6/19/18 16:56,IP Address,67.134.206.43,100,471,TRUE,6/19/18 16:56,R_2VOyElLtgjUMbzH,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",our group worked well together,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",appreciated the opportunity to practice in a group setting,,"Completely
Satisfied","Completely
Satisfied",productive collaborative session,quieter location,,,,,"Completely
Satisfied","Completely
Satisfied",actual practice with the skill was helpful,,"Completely
Satisfied","Completely
Satisfied",more relaxed atmosphere today; thanks for moving one of the groups,quieter working environment,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:48,6/19/18 16:56,IP Address,67.134.206.38,100,482,TRUE,6/19/18 16:56,R_3lrAGZZkDmaoJEV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",It was appreciated that we went back to review equity definition.,N/A,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",It was helpful to use in conjunction with our stoplight to assess our school's literacy.,N/A,"Completely
Satisfied","Completely
Satisfied",Many voices and viewpoints were shared and data we were able to see true strengths/weaknesses of assessments.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",It was nice to complete a case study.,Feedback on post-its could have been completed whole group.,"Completely
Satisfied","Completely
Satisfied",Challenged all Practitioners to see other perspectives.,N/a,,,,,Not Sure,,Assessment Literacy,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat agree,Strongly agree
6/19/18 16:49,6/19/18 16:56,IP Address,67.134.206.34,100,440,TRUE,6/19/18 16:56,R_3HFBcQpwEfEifDi,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",The revisiting of equity helped to reinforce the definition and ways we can encourage that conversation at our schools.,I would have love to spend a few more minutes on inequitable practices.,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied","It was great to use the ""Shino"" tool and get real time data on how we interpret inferences and data.",N/A,"Completely
Satisfied","Completely
Satisfied",We discovered many gaps with the assessments that we currently use.,The complexity of our issues were still hard to solve because we are almost in a hamster wheel and not finding a way out.,,,,,"Moderately
Satisfied","Completely
Satisfied","â€¢ Data Over Meeting Purpose:
o Develop a sense of urgency for improvement
o Develop a shared understanding of the data
o Provide direction for the upcoming inquiry cycle. 
",The graph creation was helpful but difficult to capture on paper.,"Moderately
Satisfied","Completely
Satisfied",Same as above,More resources on our complexities.,,,,,Yes,An opportunity for our Teaching Fellow to visit our schools and offer any suggestions or PD.,,Very Well,Very Well,Very Well,Somewhat,Not Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:55,6/19/18 16:56,IP Address,67.134.206.39,100,91,TRUE,6/19/18 16:56,R_1n2PYUawOuMYF3m,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:47,6/19/18 16:56,IP Address,67.134.206.33,100,566,TRUE,6/19/18 16:56,R_3CWwwsPQ16JOqH4,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",I liked working with a different group of teachers today.,Maybe a little more guidance.,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",I liked getting another persons perspective.,More modeling,"Moderately
Satisfied","Moderately
Satisfied",Helps to look a data together,More time to create.,,,,,"Moderately
Satisfied","Moderately
Satisfied",Always good to spend time working with my own team. Time is precious.,More modeling from some of our math people on graphing.,"Moderately
Satisfied","Moderately
Satisfied",The collaboration,Learning to focus on smaller portions of data.,,,,,No,,,Very Well,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:48,6/19/18 16:56,IP Address,67.134.206.33,100,498,TRUE,6/19/18 16:56,R_31MJ8LYdOiGsFHg,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Distinguishing between adaptive and technical challenges particularly in the context of using data was very helpful.,For those of us in the back of the room off to the side it was hard to see who was speaking.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",Contextualizing this work in the context of equity was very helpful.,N/A,"Moderately
Satisfied","Moderately
Satisfied",Ample time to meet and discuss as a school team.,It would have been helpful/interesting to have a few minutes at the end to hear from other teams about how they approached their work this session.,,,,,"Moderately
Satisfied","Moderately
Satisfied",It was great to interact with others in similar positions from other schools.,The process of creating the chart was very basic and was a skill that most of us in our group were already doing. It would have been nice if there were some differentiated learning opportunities that would have allowed us to take this to the next level.,"Completely
Satisfied","Completely
Satisfied",Ample time to brainstorm and work together as a group.,N/A,,,,,Not Sure,,More time to complete our task at hand.,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:48,6/19/18 16:56,IP Address,67.134.206.42,100,489,TRUE,6/19/18 16:56,R_2B8UIRujXAV4NQa,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Seeing the Big Picture and the steps that should go before it.,NA,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Learning about revisions,NA,"Completely
Satisfied","Completely
Satisfied","Learning how make revisions, and the poll overview.",NA,,,,,"Completely
Satisfied","Completely
Satisfied",Learning how to create a story with the data at hand.,NA,"Completely
Satisfied","Completely
Satisfied",splitting up task and working together to get the job done!,NA,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 16:56,IP Address,67.134.206.35,100,157,TRUE,6/19/18 16:56,R_1hX7MHmuhMzz95K,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I found the video to be very helpful,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/18 16:50,6/19/18 16:57,IP Address,67.134.206.34,100,397,TRUE,6/19/18 16:57,R_2QyZVxh0B3eBQqI,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",I liked being able to distinguish between adaptive and technical challenges and how those operate in schools,nothing,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",Working through the case discussion because it was a real life situation,nothing,"Moderately
Satisfied","Moderately
Satisfied",Learning the key principles when making a data chart,n/a,,,,,"Completely
Satisfied","Completely
Satisfied",Having to tell a story based on the data we saw.,n/a,"Completely
Satisfied","Completely
Satisfied",The data chart checklist,n/a,,,,,No,,,Not Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Not Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:53,6/19/18 16:57,IP Address,67.134.206.37,100,208,TRUE,6/19/18 16:57,R_3iX3wFKsb3NKNYV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I did not find the video to be helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",Good information,Need to work with it again,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Not Sure,,What session?,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Neutral,Somewhat agree
6/19/18 16:50,6/19/18 16:57,IP Address,67.134.206.34,100,433,TRUE,6/19/18 16:57,R_1poN2g0tErype5b,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Great discussion related to what is an adaptive challenge vs what is a technical challenge. Sometimes, knowing that a technical challenge can be solved or remedied, can lead to movement towards solving or at least addressing adaptive challenges.",Nothing.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied","Great to see an entire session relate to assessment literacy. I took away the importance of looking at error and issues that will make an assessment less than powerful. I will utilize this in my practice, as another way of creating high quality assessments.",Nothing.,"Completely
Satisfied","Completely
Satisfied","We were exceptionally motivated to get a clear picture for our team, back home.",Nothing.,,,,,"Completely
Satisfied","Completely
Satisfied",Great opportunities to dig into data and review how important they are.,Nothing.,"Completely
Satisfied","Completely
Satisfied",High level of motivation and strongly demonstrated work ethic. I believe this group will accomplish great things.,Nothing.,,,,,Not Sure,,"Higher understanding of Data Wise, as a process that will help drive student performance.",Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:51,6/19/18 16:57,IP Address,67.134.206.38,100,356,TRUE,6/19/18 16:57,R_A4GLGBBRgG3Fdx7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Neutral,Neutral,Reviewing feedback from previous day.,N/A,I did not watch the video,"Completely
Satisfied","Completely
Satisfied",Discussing the importance of having multiple sources of data to make inferences about student performance.,N/A,"Completely
Satisfied","Completely
Satisfied",Having the opportunity to dig through a complex data set with team members.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",N/A,N/A,"Completely
Satisfied","Completely
Satisfied",We struggled a bit (in a good way) but were able to collectively find a focus that was easy to understand and communicate to others.,N/A,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:48,6/19/18 16:57,IP Address,67.134.206.45,100,564,TRUE,6/19/18 16:57,R_ZBJtS8u95gEY7Vn,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Our feedback was used to make changes for the next day. We were able to see our changes in action.,N/A,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",I appreciated the visual of the need for standardized test but the light shining not as bright as the other lights.,N/A,"Completely
Satisfied","Completely
Satisfied",We were able to work together as a team with a huge block of time of uninterrupted time. Raphael did a great job of keeping tough information light and enjoyable.,N/A,,,,,"Moderately
Satisfied","Moderately
Satisfied",I was glad we had to be make a chart on the spot which required us to actual try the process. We did not have time to stop and think but had to take the plunge.,I feel like the creating of a story is still fuzzy.,"Completely
Satisfied","Completely
Satisfied",We were able to get a ton of work accomplished and ready to start the new school year!,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 16:57,IP Address,67.134.206.46,100,206,TRUE,6/19/18 16:57,R_ernjM75wQv3kMNj,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Great information.,I would like to get up and moving more quickly after lunch,"Completely
Satisfied","Completely
Satisfied",,We need more data that we will not have available until after school begins.,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 16:57,IP Address,67.134.206.38,100,185,TRUE,6/19/18 16:57,R_dgpeAnzdH3dVSaR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Yes,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:49,6/19/18 16:57,IP Address,67.134.206.35,100,467,TRUE,6/19/18 16:57,R_1PXLoEeFNB9ADgT,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",The discussion with my partner was appreciated as we discussed how schools fall short on equity.,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",I enjoyed the question and answer discussion regarding assessment literacy as well as the case study.,I would have liked to see an exemplar response to the action plan improvement. This would have enabled me to compare my groups work with the right is right answer.,"Completely
Satisfied","Completely
Satisfied","We were able to identify weaknesses in our interim assessment's validity, and make a plan to correct this gap.",More time if possible!,,,,,"Moderately
Satisfied","Moderately
Satisfied",Case Study was an effective way of teaching us how data points teachers to a story...,"I would have liked to see the exemplar data chart from the case study, to compare my groups chart with the exemplar.","Moderately
Satisfied","Moderately
Satisfied",Time to work with my team in creating the data overview.,More time!,,,,,Not Sure,,Learning more about Data Wise and how it can improve my practice.,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat agree,
6/19/18 16:50,6/19/18 16:58,IP Address,67.134.206.34,100,462,TRUE,6/19/18 16:58,R_1GB0yaTwR5iEDyB,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Moderately
Satisfied","Moderately
Satisfied",Think/Pair/Share Activities,Nothing,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Having the time to think critically about the information being presented and then having the time to answer questions.,Nothing,,,,,"Completely
Satisfied","Completely
Satisfied",That we were able to receive insight from a large school district who has been involved in this work for 6 years.,Nothing,"Completely
Satisfied","Completely
Satisfied",Small Group work,Nothing,,,,,"Completely
Satisfied","Completely
Satisfied",Having the time to work with my team to address some really tough issues.,Nothing,No,,,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:50,6/19/18 16:58,IP Address,67.134.206.33,100,442,TRUE,6/19/18 16:58,R_3hyB08Ht051zrvP,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",It was nice to see reflection on our plus/deltas.,The temperature in the room was too warm.,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",It was helpful to apply the terms to examples.,The temperature in the room was uncomfortably warm.,"Completely
Satisfied","Completely
Satisfied",It was nice to apply the things we are learning to our own school.,Nothing!,,,,,"Completely
Satisfied","Completely
Satisfied",I liked finding the story and telling it in the chart.,The temperature in the room was too warm.,"Completely
Satisfied","Completely
Satisfied",It was great to plan and draft our charts.,We do not have access to the most current data.,,,,,Not Sure,,Not sure!,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
6/19/18 16:48,6/19/18 16:58,IP Address,67.134.206.36,100,582,TRUE,6/19/18 16:58,R_27d3l2s6vlyPeYd,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Well paced; just enough,,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Dissatisfied",The digging in worked really well with the small groups. I like working with people outside of my own team.,,"Completely
Satisfied","Completely
Satisfied",Really great work sessions today; very productive,,,,,,"Moderately
Satisfied","Moderately
Dissatisfied",I like working with my small group.,"This was long session with much that was already known. I'm not sure how this could be differentiated more, but this was not as helpful as other sessions.","Completely
Satisfied","Completely
Satisfied",SO helpful. This was a productive work session that really helped clarify a big missing piece about specific data that is used in Step 3.,,,,,,No,,,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:53,6/19/18 16:58,IP Address,67.134.206.6,100,263,TRUE,6/19/18 16:58,R_1OkSOpoLGvD7bqx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Neutral,Neutral,It was good review,I feel like the review did not have to be as long as it was.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",The practice was nice.,,"Completely
Satisfied","Completely
Satisfied",We collaborated and worked well together,,,,,,"Completely
Satisfied","Moderately
Satisfied",The topic was important.,,"Completely
Satisfied","Completely
Satisfied",We worked together well and were more relaxed than yesterday,Less loud,,,,,Not Sure,,,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Somewhat,Not Very Well,Somewhat,Not Very Well,Somewhat agree,Somewhat agree
6/19/18 16:50,6/19/18 16:58,IP Address,67.134.206.38,100,514,TRUE,6/19/18 16:58,R_2VfkeJWybBVjfC5,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",The visuals presented in the session helped bring the session to life and painted a clearer picture.,N/A,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Review of key terms related to the session helped in analyzing the scenarios.,N/A,"Completely
Satisfied","Completely
Satisfied",Collaboration with the school team was excellent. All team members were very open to each others ideas and thoughts as we continue this exciting learning process.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",The ability to create a data chart in our teams and practice the skill worked well.,N/A,"Completely
Satisfied","Completely
Satisfied","Group was able to quickly pull out important information necessary for the data chart.
Charts were sketched quickly and followed the Data Wise Checklist",N/A,,,,,Not Sure,,N/A,Very Well,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:52,6/19/18 16:58,IP Address,67.134.206.36,100,355,TRUE,6/19/18 16:58,R_2wEVTsQVitDYnKK,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",movement around the room,no changes,"Moderately
Satisfied","Moderately
Satisfied",changing the layout of our tables.,our setting --- the ability to converse and be heard can be difficult for our large group when other groups in the room are also working hard :),,,,,"Completely
Satisfied","Completely
Satisfied",splitting out into teams of ELA and MATH,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Not Sure,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:54,6/19/18 16:59,IP Address,67.134.206.47,100,252,TRUE,6/19/18 16:59,R_2tx85oyCpNgoveR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",We are finally finding a focus.,,,,,,No,,,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:53,6/19/18 16:59,IP Address,67.134.206.39,100,365,TRUE,6/19/18 16:59,R_4GXuGD2uDMjfXwZ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Moderately
Satisfied","Moderately
Satisfied",Clarification and review of equitable school traits,More examples of technical vs. adaptive challenges,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",Hands-on activities with data,nothing,,,,,"Completely
Satisfied","Completely
Satisfied","Great to hear from actual district who has been implementing, what challenges and successes are.",nothing,"Completely
Satisfied","Completely
Satisfied",Application with data and creation of charts,More types of data to sort through,,,,,"Completely
Satisfied","Completely
Satisfied",Our TA was very helpful in keeping us focused and challenging us,nothing,No,,,Very Well,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Strongly agree,Somewhat agree
6/19/18 16:56,6/19/18 16:59,IP Address,67.134.206.44,100,203,TRUE,6/19/18 16:59,R_1NDHTFy5loaZvqs,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Moderately
Satisfied","Moderately
Satisfied",Collaboration with a focus!,"Nothing, great session",I found the video to be very helpful,"Moderately
Satisfied","Moderately
Satisfied",Defining how various systems within our district are already doing the work within Datawise... alot of Ah Ha... moments.,nothing,,,,,"Moderately
Satisfied","Moderately
Satisfied",The System Case helped our team to make connections to our own district.,Nothing,"Moderately
Satisfied","Moderately
Satisfied",Reflecting on what we as system want our data story to be.,nothing,,,,,"Moderately
Satisfied","Moderately
Satisfied",Working on our coherent story,nothing,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 16:59,IP Address,67.134.206.36,100,308,TRUE,6/19/18 16:59,R_2pRI8LnWU3geE5s,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Noise level was better. We were focused on the task and communicated with each other.,,,,,,No,,,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
6/19/18 16:44,6/19/18 16:59,IP Address,67.134.206.43,100,939,TRUE,6/19/18 16:59,R_1ghgKCJI7oNZj6M,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",Think pair share activity,None,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Splitting into smaller groups to complete the protocol,None,,,,,"Moderately
Satisfied","Moderately
Satisfied",Perspectives from upper administration,"Perspective from principals 
I would have liked to have had the four A's protocol last night when reading the case study","Completely
Satisfied","Completely
Satisfied","Again, splitting into small groups and applying what we have learned","The beginning (the direct instruction) seemed to drag on a little too long, especially after lunch",,,,,"Completely
Satisfied","Completely
Satisfied",Working within our team is a comfort zone where we can make the most progress.,I would like to have this earlier in the day.,Not Sure,,A renewed emphasis upon collaborating interdepartmentally around data.,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:56,6/19/18 16:59,IP Address,67.134.206.34,100,220,TRUE,6/19/18 16:59,R_2rp7TsItcnH1a78,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Clarifying equity questions,NA,I found the video to be very helpful,"Completely
Satisfied",,Collaborating and discusses the practices with table team,NA,"Completely
Satisfied","Completely
Satisfied",We did better sticking to the protocols,NA,,,,,"Completely
Satisfied","Completely
Satisfied",Modeling how to tell the story of the data,NA,"Completely
Satisfied","Completely
Satisfied",Sticking to our protocol and staying on task,NA,,,,,No,,,Very Well,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Strongly agree,Somewhat agree
6/19/18 16:53,6/19/18 16:59,IP Address,67.134.206.43,100,360,TRUE,6/19/18 16:59,R_2YtglLAmQuDukO7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",The different examples provided.,Nothing,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",Helping break down the vocabulary.,n/a,"Completely
Satisfied","Moderately
Dissatisfied",Our understanding of Assessment Literacy varied and then caused some confusion.,A better understanding prior to,,,,,"Completely
Satisfied","Completely
Satisfied",Working as a team.,I would have liked to hear the thinking behind why certain people chose the chart that they did.,Neutral,"Moderately
Dissatisfied",It seemed like we were all over the place,The wording of the questions to be more clear.,,,,,No,,,Somewhat,Somewhat,Somewhat,Somewhat,Not Very Well,Not Very Well,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Somewhat agree,Strongly agree
6/19/18 16:50,6/19/18 17:00,IP Address,67.134.206.39,100,547,TRUE,6/19/18 17:00,R_1i22eLsNzHiFpS3,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Dissatisfied","Moderately
Dissatisfied","Please stop forcing the topic of equity, it is still not applicable no matter how hard you try to force it. As educators, it is our jobs to look at all groups, sub groups, etc., but at the end of the day, Data Wise, as you claim in in the online course, is for everything and everyone. Equity is that Data Wise is usable in the most well-off situations and the lowest SES situations to improve all education. Please focusing on Data and Meetings, not forcing what seems to be a liberal agenda, and almost gives credibility to the goofball President.",Drop the forcing of the equity topic.,I did not find the video to be helpful,"Moderately
Satisfied","Moderately
Satisfied",,I wish that we saw the entire video.,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",Love working together with my coworkers.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Strongly disagree,Strongly disagree
6/19/18 16:49,6/19/18 17:00,IP Address,67.134.206.42,100,661,TRUE,6/19/18 17:00,R_2rIt2viJxkYqYEo,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Neutral,Neutral,I liked how we met the people we were sitting with for the rest of the week. It was nice to be in similar roles and understand where each other is coming from.,"I did not feel the discussion on equity was necessary. As educators, this should be taken into account each and every day when dealing with students. It is starting to feel very forced...",I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",I liked the chart that made us aware of everything we do in our classrooms focuses on the end goal of collecting data.,N/a,"Completely
Satisfied","Completely
Satisfied",We were able to dig into our data and get to the meat of our work here.,N/A,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",We were able to dig into data and create charts with stories.,The presentation could have been better.,"Completely
Satisfied","Completely
Satisfied",Amazing discussion/debate!,More time!,,,,,No,,,Somewhat,Somewhat,Somewhat,Somewhat,Not Very Well,Not Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Strongly disagree,Strongly disagree
