StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,2,3,5,6_1,6_2,7,8,9_1,9_2,10,11,12_1,12_2,13,14,15_1,15_2,16,17,18_1,18_2,19,20,21,22_1,22_2,23,24,25_1,25_2,26,27,28_1,28_2,29,30,31_1,31_2,32,33,Q83,Q82
6/20/18 16:47,6/20/18 16:53,IP Address,67.134.206.38,100,387,TRUE,6/20/18 16:53,R_2QPBEiJKQdVM92q,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",The teaching fellows stayed late to help me yesterday with my graphs. I appreciate their help.,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",The process worked very well. I am sure this work well when I take it back to my department.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",We keep making thoughtful changes to our graph. The data display checklist was a good guide to help us refine it.,,,,,,Strongly agree,Strongly agree
6/20/18 16:50,6/20/18 16:54,IP Address,67.134.206.40,100,226,TRUE,6/20/18 16:54,R_3lWV3bIttUMn8VA,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The listening activity was simple yet powerful.,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It was very informative seeing how one school worked through the process.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:50,6/20/18 16:54,IP Address,65.112.10.131,100,244,TRUE,6/20/18 16:54,R_2rPfzWBBxRBT3uq,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Ability to break down our data in the powerpoint,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",My group was able to really discuss dig into the charts and student data provided for us. We were able to agree upon our findings and narrow them down accordingly.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",Loved this session! We were able to fully plan how we want to roll this plan out to our entire staff back home. We got through a good amount of our powerpoint as well.,N/A,,,,,Strongly agree,Strongly agree
6/20/18 8:26,6/20/18 16:54,IP Address,67.134.206.43,100,30464,TRUE,6/20/18 16:54,R_VUvkGk6uLb30WwF,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The session allow me to learn to listen more closely and to give my partner adequate time to talk as I listen without interruption. This make our conversation validated and respected.,Just a little more time to have our conversation because when you truly listen it allow you to learn new things and see all our commonalities.,"Completely
Satisfied","Completely
Satisfied",Our team was able to use information learned in analyzing data and graph to response effectively to our noticing and wondering. It also gave me strategies on how to present data to our entire school staff without them feeling too overwhelmed.,Nothing,"Completely
Satisfied","Completely
Satisfied",Having the ability to brainstorm with group member and following to protocol to not judge or stop to question any member response. After writing all our questions voting anonymously on a priority question also illuminate the basis and keep us focus. We also ensured that we used to criteria to gauge or thinking.,Nothing.,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The case discussion had all the necessary materials to cite through the documents and to make a proper learner center problem that matches the priority question,Need more time to dive and analyze the documents better. I felt a bit rushed,"Completely
Satisfied","Completely
Satisfied",Ability to brainstorm and make necessary connections with our ideas and areas that needs adjustments,Nothing,,,,,Strongly agree,Strongly agree
6/20/18 16:49,6/20/18 16:54,IP Address,67.134.206.33,100,325,TRUE,6/20/18 16:54,R_2DZvuCgAWCKQmkA,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",I liked working with my group on this topic.,More time and clarification.,"Moderately
Satisfied","Moderately
Satisfied",How we all kind of arrive at similar conclusions.,,"Moderately
Satisfied","Moderately
Satisfied",Still working out bugs,We walked away frustrated more with each other today,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Coming up with the answers together.,More modeling.,,,,,"Moderately
Satisfied","Moderately
Satisfied",I had to facilitate which was a challenge.,More knowledge ahead of time.,,,,,Somewhat agree,Somewhat agree
6/20/18 16:49,6/20/18 16:54,IP Address,67.134.206.41,100,298,TRUE,6/20/18 16:54,R_8vq16GSyZqxoJGN,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 16:51,6/20/18 16:55,IP Address,67.134.206.40,100,233,TRUE,6/20/18 16:55,R_2ALjaplN1iBo6VI,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The pace of the morning session,NA,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:54,6/20/18 16:55,IP Address,67.134.206.44,100,66,TRUE,6/20/18 16:55,R_2tvGHr1sbiaJ8iJ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,Neutral,Neutral,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat agree,Strongly agree
6/20/18 16:53,6/20/18 16:55,IP Address,67.134.206.38,100,112,TRUE,6/20/18 16:55,R_RLlMK44s3XrHfXz,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,Neutral,Neutral,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Strongly disagree,Strongly disagree
6/20/18 16:51,6/20/18 16:55,IP Address,67.134.206.43,100,249,TRUE,6/20/18 16:55,R_ZHPsI1yWCwf5xiV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,my team did not seem to be clear on our goal for the notice/wonder protocol and focused on the data before focusing on the actual meeting,Neutral,Neutral,new room was awesome,the facilitator (myself) struggled to engage my team.,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,"I struggled with the the number of pieces data we were asked to review prior to the notice/wonder (7 minutes for reviewing the ELA essay, survey and rubric??)...","Moderately
Satisfied","Moderately
Satisfied",we were separated from the rest of the other data wise Practitioners again.,our room.. we were in the way during this session. no outlets for computers.,,,,,Neutral,Neutral
6/20/18 16:50,6/20/18 16:55,IP Address,67.134.206.38,100,312,TRUE,6/20/18 16:55,R_TtPLcYEhC5jKX1n,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,High School Case,,,,,Neutral,"Moderately
Satisfied",,We have worked this entire day with ELA standards and data. I would like to see some math incorporated in as not all Practitioners are ELA certified. Our area of expertise seems to be overlooked in this process.,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 16:49,6/20/18 16:55,IP Address,67.134.206.38,100,363,TRUE,6/20/18 16:55,R_2PhuHxFsMqqRXeX,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Protocols!,Thanks for moving the seats but still not able to see all Practitioners in that space.,"Completely
Satisfied","Completely
Satisfied",Exposing the school teams to a PQ! Really helped with the green team time.,,"Completely
Satisfied","Completely
Satisfied",Great group!!,More time??,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",looking at step 4 and digging in the data.,Discuss triangulation -,,,,,"Completely
Satisfied","Completely
Satisfied",The school team really working together! Doing whatever is needed to get the job done.,Time,,,,,Somewhat agree,Somewhat agree
6/20/18 16:52,6/20/18 16:55,IP Address,67.134.206.37,100,201,TRUE,6/20/18 16:55,R_2zA4w7JPk8PHMG7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",great to work on an actual situation before meeting in our green groups.,,"Completely
Satisfied","Completely
Satisfied",,we became overwhelmed and felt like we needed to get it done now.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:53,6/20/18 16:55,IP Address,67.134.206.35,100,130,TRUE,6/20/18 16:55,R_10Phjj0gQCRj1ws,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,nothing,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I really enjoyed the opportunity to get into student work artifacts. Thank you to Robert and Stephanie for your guidance and candid discussion around Step 4.,More time,"Completely
Satisfied","Completely
Satisfied",,nothing,,,,,Somewhat agree,Somewhat agree
6/20/18 16:48,6/20/18 16:55,IP Address,67.134.206.46,100,422,TRUE,6/20/18 16:55,R_21ujnUrAc9AydgU,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Great collaboration and conversations that helped us push each others thinking.,Nothing at this point,"Completely
Satisfied","Completely
Satisfied",The examples provided and the opportunity to engage in the shared decision process,Nothing at this point,"Completely
Satisfied","Completely
Satisfied",I appreciate the insight of having the objectives in the beginning and the end of each activity,Nothing at this point.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","engaging in the evaluation of student samples.
collaborating and sharing ideas",Nothing at this point,,,,,"Completely
Satisfied","Completely
Satisfied",Sharing the decision making process.,Nothing at this point,,,,,Strongly agree,Strongly agree
6/20/18 16:36,6/20/18 16:55,IP Address,67.134.206.37,100,1189,TRUE,6/20/18 16:55,R_22Ex6TKv79IoS2O,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:49,6/20/18 16:56,IP Address,67.134.206.45,100,365,TRUE,6/20/18 16:56,R_SNJPbx0k12IHISR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The dyadic protocol was incredible and very well executed - even though I was skeptical it would work!,,"Completely
Satisfied","Completely
Satisfied",hot dots and the question formulation technique - the presentation was good and on point.,,"Completely
Satisfied","Completely
Satisfied",coversation flowed much better and we leaned into uncomfortable discussions. Our TF helped keep us in the game even as the conversation got heated.,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Dissatisfied",I never thought about picking a priority question and having each grade level pick their own LCP,"Way to rushed. 8 minutes was more like 6. 3 minutes was 1 and a half...we barely got through our conversations. Also, the so-called ""multiple step"" or ""multi-step"" definition I think distracts a lot. You'd be better off rephrasing it as ""multiple part"" for the purpose of this case.",,,,,"Completely
Satisfied","Completely
Satisfied",force field analysis is a great tool,force field analysis could have had a little more warm-up because our team kept diving into the weeds so maybe a little more hand-held practice would be good.,,,,,Somewhat disagree,Neutral
6/20/18 16:54,6/20/18 16:56,IP Address,67.134.206.37,100,136,TRUE,6/20/18 16:56,R_1mwwe6lT5m6KkCO,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:51,6/20/18 16:56,IP Address,67.134.206.38,100,327,TRUE,6/20/18 16:56,R_3strUbi45gDbHgt,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The Listening Dyad protocol was a welcomed approach to speaking and listening.,N/A,"Completely
Satisfied","Completely
Satisfied",Having sample data to examine and form our priority question proved helpful for the team to norm this process.,N/A,"Completely
Satisfied","Completely
Satisfied",Intentional collaboration to flush out this process was at a high point today. It was probably one of our most productive meetings thus far.,N/A,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The team was able to create a learner centered problem.,Being a math person it was outside of my content and a little difficult to process at first.,"Completely
Satisfied","Completely
Satisfied",We were able to collaborate well.,N/A,,,,,Strongly agree,Strongly agree
6/20/18 16:47,6/20/18 16:56,IP Address,67.134.206.46,100,535,TRUE,6/20/18 16:56,R_2aDjK6uvbABe9xL,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",I really enjoy revisiting the day before and clarifying any deltas that the group had to make the session run smoother,I think this session worked very well.,"Completely
Satisfied","Completely
Satisfied",See the process work and coming to conclusions based on the data was fulfilling and powerful,I really enjoyed this session,"Completely
Satisfied","Completely
Satisfied",As a team we are beginning to really work well together and having this time is solidifying the process for us.,"The only thing I would change was having more time, always having more time to work in our teams",,,,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",I loved being in a new location for this discussion. It broke up the day more. I also liked working through finding the learner centered problem,It is hard to sit still right after lunch,"Completely
Satisfied","Completely
Satisfied",Our group is working well together and we are making great strides towards coming up with a plan of action to implement the datawise process,More time,,,,,Strongly agree,Strongly agree
6/20/18 16:52,6/20/18 16:56,IP Address,67.134.206.39,100,245,TRUE,6/20/18 16:56,R_3gS0gM3muXcbTiN,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Practicing the protocols,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Voices were heard,Adding a â€œparking lotâ€ section to the agenda for important questions that canâ€™t be answeed,,,,,Elementary Case,"Completely
Satisfied",,Group discussion/ protocol,More time for coming up with learner centered problem.,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,,
6/20/18 16:51,6/20/18 16:56,IP Address,65.112.10.130,100,340,TRUE,6/20/18 16:56,R_2BziqibnkVCEPri,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Moderately
Satisfied","The listening dyad I actually think was a great protocol to help people, who may have had other things on their mind, Be here Now. After sharing about my personal concerns with a complete stranger, I was better able to put it aside and now focus on the task at hand.",,"Completely
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",,,,,,,High School Case,,,,,"Completely
Satisfied","Moderately
Dissatisfied",,I would have appreciated much more time to dive into the student work. The process felt incredibly rushed and our team was not able to sufficiently dive into the work with fidelity.,"Completely
Satisfied","Moderately
Satisfied",This was amazing! There was great intentional collaboration among teammates.,,,,,,Strongly agree,Somewhat agree
6/20/18 16:55,6/20/18 16:56,Spam,67.134.206.37,100,110,TRUE,6/20/18 16:56,R_2zCK6kps6wp66sV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:52,6/20/18 16:57,IP Address,67.134.206.33,100,254,TRUE,6/20/18 16:57,R_1pXrGlOHx2FAvNP,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Transparency with how to display and address Plusess/ Deltas,,"Completely
Satisfied","Completely
Satisfied","We used data we had seen the day before.
Thank you for not having us watch a video! Being talked through it was much more interesting/ went by faster.",,"Completely
Satisfied","Completely
Satisfied",Very productive for our team!,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Very interesting. 
I really like that we are working with the same (non-school) group throughout the week. It's allowing for more interesting discussion and people to open up with their ideas in the way that the one-off groupings do not.",,,,,,"Completely
Satisfied","Completely
Satisfied",I appreciated the time we were given to look at the forcefield of change at our school and use those insights to plan how we will roll out the Datawise process to our staff.,,,,,,Neutral,Neutral
6/20/18 16:43,6/20/18 16:57,IP Address,67.134.206.38,100,823,TRUE,6/20/18 16:57,R_2ToeI06tRnrKwWr,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,Yes,"Moderately
Satisfied","Moderately
Satisfied","Open office hour-type format provided Practitioners with an opportunity to have specific needs addressed.
Provided an opportunity to share the collaborative benefits of Sheets (v. Excel).",I wonder what Practitioner feedback will be for this and whether more structure to the session is preferred?,"Completely
Satisfied","Completely
Satisfied","Again, providing the variance in plus/delta feedback provided excellent modeling for the feedback we receive that can be contradictory.",We received a few comments in our groups about the amount of time we spent on norms being too much.,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",We have given ourselves permission to revise agenda timelines when necessary and agreed upon by the group. This has helped us progress.,,,,,,High School Case,,,,,"Completely
Satisfied",Neutral,The Kingsway Case provided excellent data sources that could have contributed to a rich discussion and experience in creating a learner-centered problem.,Either decrease the number of data sources or increase the amount of time for the session - too rushed.,"Moderately
Satisfied","Moderately
Satisfied","We continued our Data Wise journey, and provided the team with choice in how we spent our time in order to best meet their needs.",,,,,,Somewhat agree,Somewhat agree
6/20/18 16:54,6/20/18 16:57,IP Address,67.134.206.44,100,175,TRUE,6/20/18 16:57,R_1GwObVUkBqi73ND,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",Discussion/collaboration,none,"Moderately
Satisfied","Moderately
Satisfied",must be focus and intentional,none,,,,,"Moderately
Satisfied","Moderately
Satisfied",need some additional district direction,none,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",making connections across activities,nothing,,,,,,,,,"Moderately
Satisfied","Moderately
Satisfied","overview, discussing challenges and resources",nothing,Somewhat agree,Somewhat agree
6/20/18 16:54,6/20/18 16:57,IP Address,67.134.206.36,100,176,TRUE,6/20/18 16:57,R_DcbJT5QH7YXyN57,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Appreciate that you always review Plus Deltas with us and try to accommodate our needs.,,"Completely
Satisfied","Completely
Satisfied",So thankful for the opportunity to see the Data Overview in action and to be able to participate in groups working through the data.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,I wish there was time built into our day to work with our team OUTSIDE of the rolling agenda to organize for our future work. The days are long and working together after 5 pm is rough :-),,,,,Strongly agree,Strongly agree
6/20/18 16:49,6/20/18 16:57,IP Address,67.134.206.44,100,468,TRUE,6/20/18 16:57,R_AHEoeNM3ZgH96cV,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",Listening,"Felt the question prompt for dyads could have been more tailored to a specific area...ie immigration crisis, pittsburg shooting.","Moderately
Satisfied","Moderately
Satisfied",,Little more time to choose a priority question.,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Taking it step by step.,Discussion on difference between schoolwide LCP or grade level LCP,,,,,"Completely
Satisfied","Completely
Satisfied",Team did a great job producing artifacts,Identifying barriers is essential to be more proactive.,,,,,Somewhat disagree,Neutral
6/20/18 16:52,6/20/18 16:57,IP Address,67.134.206.35,100,332,TRUE,6/20/18 16:57,R_DdA4ZSOqD850Z9L,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",Enjoyed the Listening Dyad Protocol. Powerful.,,"Moderately
Satisfied","Moderately
Satisfied",I appreciated the share out of the question that BINcA created. I enjoyed the collaboration of my team!,,"Moderately
Satisfied","Moderately
Satisfied","Our teaching fellow is awesome, and supports our work!",,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","The silent reflection, sharing of their learning focused problem, and collaboration with my group pushed my thinking.",The student data work didn't support the multi-step word problems completely. 50% of the questions weren't true multi-step problems.,,,,,"Moderately
Satisfied","Moderately
Satisfied","Teaching Fellow was again wonderful, and the agenda was achievable with the time slot given.",,,,,,Somewhat agree,Somewhat agree
6/20/18 16:55,6/20/18 16:58,IP Address,67.134.206.37,100,183,TRUE,6/20/18 16:58,R_1FPNQYMIxL38tpe,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",,"My blue table. TF is often not familiar with directions/lost, provides little guidance","Moderately
Dissatisfied","Moderately
Dissatisfied",,"My blue table. TF is often not familiar with directions/lost, provides little guidance","Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Dissatisfied",,"My blue table. TF is often not familiar with directions/lost, provides little guidance. Acts more as a Practitioner than facilitator. Rarely knowledgeable.",,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Somewhat disagree,Somewhat disagree
6/20/18 16:50,6/20/18 16:58,IP Address,67.134.206.34,100,482,TRUE,6/20/18 16:58,R_2y1mcnyRD127M1R,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",focusing on a specific norm and the listening Dyad,NA,"Completely
Satisfied","Completely
Satisfied",seeing the model of meeting protocols,NA,"Moderately
Satisfied","Moderately
Satisfied",,NA,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",collaborating to develop a learner centered problem,NA,,,,,"Moderately
Satisfied",,NA,NA,,,,,Somewhat agree,Somewhat agree
6/20/18 16:52,6/20/18 16:58,IP Address,67.134.206.36,100,400,TRUE,6/20/18 16:58,R_3nCsQcoQeIz1k7x,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,2 minutes was too long to speak openly to a stranger for me.,"Completely
Satisfied","Completely
Satisfied",,Finding paper was a little chaotic. Maybe prelabeling paper with table letters would help adjust this.,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Really well done! Appreciated going through the study to practice and see how the process can work, get messy, and still come to a conclusion at the end.",,,,,,"Completely
Satisfied","Completely
Satisfied",Very helpful. Very productive.,,,,,,Somewhat agree,Neutral
6/20/18 16:54,6/20/18 16:59,IP Address,67.134.206.33,100,269,TRUE,6/20/18 16:59,R_YRfUDnoCXCVVKwx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,High School Case,,,,,Neutral,Neutral,,"In my opinion, this Case Discussion would be incredibly more impactful if there was a break within the session by subject (or interest).","Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:49,6/20/18 16:59,IP Address,67.134.206.34,100,614,TRUE,6/20/18 16:59,R_3Et1Q8IJm9IrzYt,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Neutral,,,,,,,High School Case,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",Collaborative work with team was productive,"Having everyone stand and move around felt disingenuous due to the tone and presentation of this choice to do so
There was a significant amount of time spent on review of objectives, which cut into meaningful work time - and was this cut was then presented as honoring our time - which it did not","Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat disagree,Somewhat disagree
6/20/18 16:54,6/20/18 17:00,IP Address,67.134.206.33,100,320,TRUE,6/20/18 17:00,R_2zBm0APCBPh0q0J,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Completely
Satisfied",Having time to really discuss the process and ask specific questions.,,,,,,Elementary Case,"Moderately
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Moderately
Satisfied",Liked having the longer time to work in our teams.,,,,,,Somewhat agree,Strongly agree
6/20/18 16:52,6/20/18 17:00,IP Address,67.134.206.39,100,476,TRUE,6/20/18 17:00,R_09tMmnQU0poVfmV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/20/18 16:33,6/20/18 17:00,IP Address,67.134.206.35,100,1605,TRUE,6/20/18 17:00,R_rcgHjBJeq6AeT3X,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","I am satisfied with the session but people who have to sit at the front of the room with their backs to the speaker and slides have such a disadvantage. I wish the seats would have been shifted after lunch in order to ""share the love"".",,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The information delivered was good.,More time - the work of application was so important but it was extremely rushed. We had very little processing time! Not having my back to the presenter and presentation.,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",Getting to hear from a district who has experienced and lived to tell their story.,,Somewhat agree,Somewhat agree
