StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5,Q6_1,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21,Q22_1,Q22_2,Q23,Q24,Q25_1,Q25_2,Q26,Q27,Q28,Q29_1,Q29_2,Q30,Q31,Q32_1,Q32_2,Q33,Q34,Q35_1,Q35_2,Q36,Q37,Q38,Q39
6/21/18 16:42,6/21/18 17:04,IP Address,67.134.206.44,100,1313,TRUE,6/21/18 17:04,R_3KBjerm6EqplLxr,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Somewhat agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Rafael was very helpful. He always offered thoughtful suggestions and asked us important questions.,,Strongly agree,Strongly agree
6/21/18 17:03,6/21/18 17:05,IP Address,65.112.10.132,100,93,TRUE,6/21/18 17:05,R_UT3REzFC3jrGn9n,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Dissatisfied","Completely
Dissatisfied",,,,,,,Elementary Case,"Completely
Dissatisfied","Completely
Dissatisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",David is the man!!,,Strongly agree,Strongly agree
6/21/18 17:03,6/21/18 17:05,IP Address,67.134.206.33,100,117,TRUE,6/21/18 17:05,R_2DZTw9rtSxC54I0,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:52,6/21/18 17:05,IP Address,67.134.206.46,100,792,TRUE,6/21/18 17:05,R_2Bzfe41uul3IXd5,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied","Enjoyed the activity of describing what see,",Nothing in particular,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied","Highly engaging and what she kept us focused on the heavy and important work, she kept modeling and emphasizing to keep it light and humorous.",,Elementary Case,"Completely
Satisfied","Completely
Satisfied",applying the principles of collecting data while examining instruction.,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",the activity to examine the data and sorting it to determine a problem of practice. This was challenging for me but I appreciate the process and can now apply it and share it with the staff.,,,,,,"Completely
Satisfied","Completely
Satisfied",Good to hear that others have similar ones and learned from those who have different ones.,,Strongly agree,Strongly agree
6/21/18 16:56,6/21/18 17:05,IP Address,67.134.206.33,100,593,TRUE,6/21/18 17:05,R_3kpFW5hwV0pMVAl,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,Neutral,3 days with same group has been helpful,more time,Neutral,Neutral,Collaboration with others,More clarification.,,,,Neutral,,,"Moderately
Satisfied","Moderately
Satisfied",Getting active,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Working with the same group,Some more activity.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 17:03,6/21/18 17:06,IP Address,67.134.206.38,100,137,TRUE,6/21/18 17:06,R_9AWaHBcML4WFb2x,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Strongly agree,It was helpful,More opportunities for Green Team Facilitator,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Teaching Fellow was extremely helpful with guiding questions.,,Somewhat agree,Somewhat agree
6/21/18 17:00,6/21/18 17:06,IP Address,67.134.206.46,100,360,TRUE,6/21/18 17:06,R_3DvZSPlyk4HAPxD,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,"Brian was extremely helpful, supportive and great to work with!",,"Completely
Satisfied","Completely
Satisfied",Liz is an extremely engaging presenter and this presentation really led me to think,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",The push around collaboration and examples about how to modify in a departmentalized school,I would have liked to hear more clarity on how to facilitate teachers through identifying an instructional strategy,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 16:42,6/21/18 17:06,IP Address,67.134.206.45,100,1434,TRUE,6/21/18 17:06,R_cGtcysCOQ3hISxX,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",We liked having the chance to have open ended conversation and be able to ask any questions without it being specific.,,,,,Strongly agree,Todd was always very helpful and guided our group effectively and with meaning.,"It was awkward sitting in front of the teaching fellow to fill out the feedback chart, and it was not anonymous.","Completely
Satisfied","Completely
Satisfied","Liz City is an amazing presenter who was able to connect well with our audience. She had great energy, and is very knowledgeable.",,Elementary Case,"Completely
Satisfied","Completely
Satisfied",I liked being able to apply the protocol to practice.,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","I liked being able to see the example case and discuss with our case study group. It was helpful to see their ending reflection video, it gave me uplifting hope.",,,,,,"Completely
Satisfied","Completely
Satisfied",We were able to plan for what we think will be our biggest challenge in a productive way.,More green time!,Somewhat agree,Somewhat agree
6/21/18 16:56,6/21/18 17:06,IP Address,67.134.206.43,100,595,TRUE,6/21/18 17:06,R_21tXJdRe8pVRfpo,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",,,,,,,,,,,,,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",collaboration with others,nothing,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",identifying what how to analyze teacher instruction.,nothing,"Completely
Satisfied","Completely
Satisfied",How to correctly identify poor teacher instruction,nothing,Strongly agree,Strongly agree
6/21/18 16:53,6/21/18 17:06,IP Address,67.134.206.44,100,804,TRUE,6/21/18 17:06,R_3MJsBSL5oAFeIwT,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Vivid Images was very helpful to explore how descriptive language is important.,,,,,Somewhat agree,"It was a little bit awkward to provide feedback in this format, however I could really tell that our TF took the feedback to heart and made immediate adjustments.",Anonymity,"Completely
Satisfied","Completely
Satisfied",Elizabeth was a super engaging speaker. I learned so much for her and her positive energy kept me engaged.,"I was getting so much out of her presentation, I would have liked to have more time and practice from Liz's insights instead of the case study.",High School Case,,,,,"Moderately
Satisfied","Moderately
Dissatisfied",The Action Plan and Throughline resources were extremely helpful.,I would have liked more real practice with watching the instructional videos so I can learn how to better peer evaluations of other teachers. There was way too much background information shared and instructor interruptions of each other. The explanations could have been abbreviated to save time and maintain the focus of participants.,High School Case,,,,,,,,See previous feedback.,"Completely
Satisfied","Completely
Satisfied",We followed our norms and had a very effective meeting.,,Somewhat agree,Somewhat agree
6/21/18 17:03,6/21/18 17:06,IP Address,67.134.206.35,100,210,TRUE,6/21/18 17:06,R_DBv0lqm6Bj1nQm5,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I really appreciated the additional processing time that was provided from case leaders. Thank you!,Nothing... it was perfect!,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I LOVED this session!,Nothing,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 17:01,6/21/18 17:07,IP Address,67.134.206.38,100,357,TRUE,6/21/18 17:07,R_1LIOrgLLHtOwtZM,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Hear what the team would like more of.,Possibly do this earlier in the week?,,,,"Completely
Satisfied","Completely
Satisfied","Great info! ROCK, PAPER, and Scissors!",,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Examples and the participants to see the messiness.,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Great info - allowed to see another school's practice.,,,,,,"Completely
Satisfied","Completely
Satisfied",Great team!,Could always use more time!,Somewhat agree,Somewhat agree
6/21/18 17:00,6/21/18 17:07,IP Address,67.134.206.34,100,385,TRUE,6/21/18 17:07,R_shfbyh4N4YbdDz3,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",This session was very informative especially looking at how our US students are comparing amongst other countries.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The practice of the learning centered problem was spot on.,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 17:01,6/21/18 17:07,IP Address,67.134.206.37,100,334,TRUE,6/21/18 17:07,R_2ZEbOLGpDQgByC8,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",I appreciate the fact that we did this.,I feel my group would have been more honest if they did not have to share right in that moment.,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",Loved the rock paper scissors tournament!!!!!,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Appreciated the opportunity to practice this skill.,Team had a hard time focusing on the problem of practice. Kept going back to the learner centered problem even though that was established already.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",sharing the insights,hard to come up with the language for the slide on a thursday afternoon.,Strongly agree,Strongly agree
6/21/18 17:04,6/21/18 17:07,IP Address,65.112.8.131,100,164,TRUE,6/21/18 17:07,R_3hsb7zH3TCE8ETC,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",Great set up for the day.,The microphone issue,Strongly agree,Quick feedback on the spot,I wish there was a heads up that this was happening.,,,,"Completely
Satisfied","Completely
Satisfied",Interactive and responsive to the needs of the room,More Liz City time!,High School Case,,,,,"Moderately
Satisfied",Neutral,Videos and mulitimedia,Ran out of time for discussion and questions.,High School Case,,,,,,,Videos and handouts,More time for questions from the teams.,"Moderately
Satisfied","Moderately
Satisfied",,,Neutral,Neutral
6/21/18 16:57,6/21/18 17:08,IP Address,67.134.206.38,100,642,TRUE,6/21/18 17:08,R_3HwBl5gFIHOG3po,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",I appreciated the opportunity to gain more feedback on my role as an educational supporter.,,Somewhat agree,I appreciated the feedback.,I wonder if there might have been a greater connection had we been in our teams from Day One?,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",The teaching team modified their plan to provide processing time for participants to learn and experience the process. Kudos!,"I know that the goal is to focus on steps one - three; however, I wonder if more time could be dedicated to steps 4-8?",High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",We brainstormed a list of challenges and voted to select the challenge for tomorrow.,,Strongly agree,Strongly agree
6/21/18 16:54,6/21/18 17:09,IP Address,67.134.206.38,100,913,TRUE,6/21/18 17:09,R_2v6wRpV633MwcWY,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Image activity,N/A,,,,Strongly agree,She rolled with the punches and was very receptive.,The feedback activity for the Teaching Fellows could have been framed differently. It was a little uncomfortable to provide feedback in that way.,"Completely
Satisfied","Completely
Satisfied",Very interactive,N/A,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Seeing things in action,N/A,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Seeing things in action,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",Coming to a consensus,N/A,Strongly agree,Strongly agree
6/21/18 16:56,6/21/18 17:10,IP Address,67.134.206.33,100,850,TRUE,6/21/18 17:10,R_1OULmrTMwkKtMhv,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,Neutral,Neutral,"It seemed to hone my listening and descriptive skills. But, I missed the connection to the focus on evidence.","The directions were not clear as to the time frame and expectations within. Plus, it wasn't really enough time.",,,,Neutral,Feedback is important for everyone.,It was totally awkward doing the sharing face-to-face. I don't think there was enough trust built up to make it valuable and honest.,"Completely
Satisfied","Completely
Satisfied",The hands-on application was great!,"I'm still fuzzy as to how the Rock, Paper, Scissors piece tied to a relentless focus on evidence. It was great for engagement and fun and teambuilding, but evidence?????",Elementary Case,"Completely
Satisfied","Completely
Satisfied",I loved the real-life application.,More samples (exemplars) provided.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Real-life scenarios and examples,Nothing!,,,,,"Moderately
Satisfied",Neutral,We were able to work with our team to discuss some decisions we need to make.,"There really was no ""instruction"" so that question seems irrelevant. Our team just needed time built into the agenda for us to work on what we needed. We were ""forced"" to stick to the script of the pre-made agenda. We thought we would have time to work on what we needed (free time if you will) for us to strategically plan for our own implementation.",Neutral,Neutral
6/21/18 16:59,6/21/18 17:10,IP Address,67.134.206.38,100,701,TRUE,6/21/18 17:10,R_2b2CWJod02IkDTD,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Somewhat agree,It was nice to have a checklist feedback sheet.,"It was slightly awkward to complete the survey with the TF at the table. If I had been dissatisfied, I would not have been comfortable providing hones feedback.","Completely
Satisfied","Completely
Satisfied",The rock/paper/scissors activity was fun and engaging. The handouts/visuals were helpful to understand the Objectivity/specificity matrix. The examples were also helpful to clarify the concept.,N/A,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Seeing an actual lesson on the video was helpful. The table/partner discussions helped to think more deeply about the concepts.,It would be helpful to have more background information about the lesson. It felt a little out of context.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Group discussion was helpful.,It felt rushed.,,,,,"Moderately
Satisfied","Moderately
Satisfied",Our TF was flexible and responsive to the needs of our team.,More time for teams to prepare for their own work.,Neutral,Neutral
6/21/18 17:07,6/21/18 17:11,IP Address,67.134.206.37,100,235,TRUE,6/21/18 17:11,R_2VBZdpDJnicG3Nr,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Somewhat agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,High School Case,,,,,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Strongly agree
6/21/18 17:07,6/21/18 17:11,IP Address,67.134.206.35,100,245,TRUE,6/21/18 17:11,R_1gtmuPp0qL1J4bN,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I really enjoyed watching video of teaching!,Nothing,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,none,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 17:00,6/21/18 17:11,IP Address,67.134.206.35,100,664,TRUE,6/21/18 17:11,R_2WM8E3681nR0fyY,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Vivid Images protocol was so powerful!,Nothing at this time,,,,Somewhat disagree,Deirdra was phenomenal and receptive to the constructive criticism.,It may have been uncomfortable to give the TF or Mentor their feedback right to them.,"Completely
Satisfied","Completely
Satisfied",I loved Elizabeth's energy. Practicing with the Matrix was so helpful and a wonderful tool that I will be definitely using next year.,I would have loved to hear another session presented from her.,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Appropriate reflection and work time which I appreciated!,N/A,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It was powerful to hear the fifth grade team reflect on their work this past year.,Possibly a little more move time! It seemed like I wasn't the only one with low energy after lunch.,,,,,"Completely
Satisfied","Completely
Satisfied","Rafael was absolutely wonderful to work with! He was very clear about the presentation for tomorrow. He also did a very engaging activity with our school team and that connected the ACE Habits of Mind, staying with norms, and reflecting on teacher/student interaction, along with many other ideas that connected with our learnings from this past week. It was an honor to work with him this past week and I am so grateful that he shared his talents with us.",Green team time was so effective and gave us the foundation we need to kick start Data Wise in August.,Strongly agree,Somewhat agree
6/21/18 17:01,6/21/18 17:12,IP Address,67.134.206.47,100,659,TRUE,6/21/18 17:12,R_Y4RvgyIzJGhZtpT,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied",Neutral,The idea behind the Vivid Images protocol was a great way to awaken our brains.,"Some of the cards were a little complex and it made me think about students feel, especially when the topic is related to something they have not been exposed to.",,,,Somewhat agree,"I appreciated providing feedback but I felt it was a little uncomfortable, especially if it wasn't a good experience with my TF (luckily my was a great and positive experience).",Not doing the activity while the TF is sitting right there next to you.,"Completely
Satisfied","Completely
Satisfied",I loved the activity; its something I can take back to my school and use in multiple ways.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 17:02,6/21/18 17:12,IP Address,67.134.206.35,100,624,TRUE,6/21/18 17:12,R_2fKhZCqKD5xIX1M,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Satisfied",Question and Answer Session,,Neutral,Neutral,Survey data for our Teaching Fellow!,Framing the drawing activity better and relate it to data.,,,,Strongly agree,Iron sharpens Iron,This could have been included in the daily survey. This would have allowed the TF to track the growth from the beginning of the year and the end of the year!,Neutral,Neutral,Framing it as it relates to the data.,Not certain I see the value of this activity other than team building :),Elementary Case,"Completely
Satisfied","Completely
Satisfied",Loved the video and collaborating around the problem of practice!,Effective as is.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Loved the talking to my peers regarding the shift in instruction. Focusing on how is more important than the what. I was able to see the gap between what we have been doing in DDI and the gap with what Data Wise is designed to do!,,,,,,"Completely
Satisfied","Completely
Satisfied",Time to complete our presentation. Great TF assistance!,,Somewhat agree,Somewhat agree
6/21/18 17:00,6/21/18 17:13,IP Address,67.134.206.39,100,727,TRUE,6/21/18 17:13,R_2fvxl7IEkMPzDON,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",The Vivid Image activity was interesting and showed me that people interpret words so differently.,,,,,Neutral,The process of being able to give the feedback.,I would have liked the opportunity to have time to reflect on this. Maybe it could be given as homework that we bring back one day. I also feel some people may not have been 100% honest in their feedback due to having to give it directly to the fellow.,"Completely
Satisfied","Completely
Satisfied","I LOVED the energy and approach of Liz. She had so much important information to share but had a really ""light"" approach to it.",More of it!!!,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",I wish we had a bit more time to work with our table and less time on the slides.,,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Being able to see all the other group's Problem of Practice,Take pictures of each anchor chart and host it somewhere for all to view. I am always looking for more examples and this may be an easy way to do this.,,,,,"Completely
Satisfied","Completely
Satisfied","I have to say that Rafael did a wonderful job of including an activity today that directly connected to soooooo many aspects of the Data Wise process. At first I didn't understand the purpose but as we dug deeper, it became so clear. I will be sure to ""steal"" this for my own staff meetings.",,Somewhat agree,Somewhat agree
6/21/18 15:49,6/21/18 17:14,IP Address,67.134.206.35,100,5129,TRUE,6/21/18 17:14,R_1QsvYAoLt0rR6j3,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",recognition of the importance of clear directions/descriptions,,,,,Somewhat agree,It felt a little forced that everyone had to provide feedback. Some people are not comfortable with facing someone and giving them direct feedback,"allow the feedback to be personal to the fellow, but not call out the person giving feedback unless they want the fellow to know who they are","Completely
Satisfied","Completely
Satisfied","was given a quick protocol on how to get people up, moving and positive",,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",there was a lot of information shared to move us from step 4 through 7,the presenters need to really work on beginning and ending on time. The consistently run over time,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",lots of information given to move through levels 6 & 7,the presenters need to be better about starting and ending on time.,"Completely
Satisfied","Completely
Satisfied",we were able to complete all of our tasks,,Somewhat agree,Strongly agree
6/21/18 17:04,6/21/18 17:14,IP Address,67.134.206.45,100,616,TRUE,6/21/18 17:14,R_Wqyr27yMCZKvNfP,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,,Hearing about how Data Wise would be supportive in assisting schools put the process into action.,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied","Awesome rocky paper scissor activity, especially first thing in the morning. Paying attention to detail is very important.",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","
Seeing the before and after of the teachers and students in the case study was my key takeaway.(seeing the teacher buy in and the outcome of the data) I also like that their instructional strategy was modeling.
",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Class discussion worked well. Hearing the different perspectives from my table partners and how close some of our observations were was a highlight for me.,,"Completely
Satisfied","Completely
Satisfied",Pretty good discussion on pinpointing what our challenges will be heading into the Data Wise process.,,Strongly agree,Strongly agree
6/21/18 10:48,6/21/18 17:15,IP Address,67.134.206.34,100,23214,TRUE,6/21/18 17:15,R_1oA503NJrlhkofF,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Short and sweet; liked the Choose your own adventure slide,Just right,,,,Strongly agree,Gained another tool to take back and facilitate with my school team; liked idea of having facilitator tally feedback responses or place initials of respondents in the table so that it's actionable feedback for the facilitator.,Can we also do this earlier in the week with our Green Team teaching fellow? We had immediate tension on Monday and that might have alleviated that tension and not feel like we had to bring it to Kathy or Candice's attention...,"Completely
Satisfied","Completely
Satisfied","Liz's energy, responsiveness to the audience; engaged Art Smart people (our Art teacher lit up); got us up and moving Rock Paper Scissors (reminded me of Highlander--there can be only one! :)) Showed us models gave us guided practice, incorporated tech for our survey then de-emphasized the ""right"" answer but more about thinking intentionally about how to observe instruction. Sooooo awesome!",More time with Liz but Thursday was not too late; she's the right person to mix things up this late in the week!,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","I like how they responded to one of our Deltas about only seeing one piece of student work yesterday; they explained there were 27 samples of each type of writing;
They celebrated our efforts and the similarities of our learning centered problems yesterday. We had robust opportunities to practice teacher observations with video. I appreciated receiving a hard copy of each teacher's lesson plan and silent time to analyze. Collecting information around instruction is very valuable and is an effective follow up to Liz's presentation this morning. Affinity Protocol modeling!","A list of instructional strategies! People don't know what they don't know. Also, instructional strategies are super important and we need more time with them!!!",High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Soooo great to see Data Wise steps in action!,,"Moderately
Satisfied","Moderately
Satisfied",Having Charisse and Rob give guidance,Better attitude from some team members,Strongly agree,Strongly agree
6/21/18 16:51,6/21/18 17:16,IP Address,67.134.206.35,100,1555,TRUE,6/21/18 17:16,R_3NxQxofa4fvbyiH,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Somewhat agree,,,Neutral,"Moderately
Satisfied","The instruction was clear, and practice was fine.","This was repetitive information for me, but I know some others did need it.",Elementary Case,Neutral,"Moderately
Satisfied",It was nice to have the transcript,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",I liked some of the samples you gave us on the power point,This was the first day this week when the presenters referred to acronyms that I didn't know a few times. Thanks,,,,,"Completely
Satisfied","Completely
Satisfied",We came up with these with nice sensitivity to the topic.,,Somewhat agree,Somewhat agree
6/21/18 17:08,6/21/18 17:17,IP Address,67.134.206.33,100,524,TRUE,6/21/18 17:17,R_3UiToYP9b7Sb2ox,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,"Having the TF tally the different categories
Allowing participants the option of being anonymous",,"Completely
Satisfied","Completely
Satisfied","Opening activity (rock, paper, scissors)
All of the content","I wonder if this session should have been conducted before giving the homework of watching the Northhaven video to look for notice and wonders. 
Maybe play the videos at the table groups instead of whole group to allow participants to replay video when needed. Although it might create too much noise...",Elementary Case,"Completely
Satisfied","Moderately
Satisfied",The protocol and going through the process.,Incorporate more movement or something more active to keep participants engaged.,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied","Protocols
Process
TF input from their experiences",Schedule this session at a different time,,,,,"Completely
Satisfied","Completely
Satisfied","Time 
Bonnie",Schedule it sooner/ earlier in the day,Somewhat agree,Somewhat agree
6/21/18 17:12,6/21/18 17:17,IP Address,67.134.206.36,100,297,TRUE,6/21/18 17:17,R_3qeD5NLSVziJXNj,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Somewhat agree,,,"Completely
Satisfied","Completely
Satisfied",The presenter was quite engaging.,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",We had a little more time to work today.,Stick to the norm - start and end on time. Both sessions went over time by about 5 min.,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","Our Teaching Fellow, Keri, was amazing!",,Neutral,Neutral
6/21/18 16:53,6/21/18 17:18,IP Address,67.134.206.8,100,1466,TRUE,6/21/18 17:18,R_27UnPolAXFnsL10,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Completely
Satisfied","My teaching fellow, even though he was great, made himself even better",,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",The support from rock/paper/scissors partners was great.,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","It was nice to see how the problem of practice is implemented in the classroom. I think it was really great for me, personally, to see the language arts cases. It really made me reflect on my own work.
",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I was able to see the problem of practice in action and reflect on my own teaching.,,"Completely
Satisfied","Completely
Satisfied",Jim is awesome. I liked reflecting.,,Strongly agree,Somewhat agree
